"","Ozone","Temp","Press","RH","WindDir","WindSpeed","Rainfall","VPD","OzoneG","TempG","PressG","RHG","WindDirG","WindSpeedG","RainfallG","VPDG","OzoneP"
"1228",29.55,69.875,29.924,81.75,200.5,0,0.01,4.62875166332652,25.45,70.65,30.02425,77.25,151.25,0.75,0,5.82855438161136,18.15
"1229",44.2,76.25,29.87875,64.75,159.25,0,0.01,10.9237197310556,31.525,70.875,29.916,77.25,115.75,1.25,0,5.91018139715726,18.875
"1230",49.925,77.775,29.86225,62.5,177,0,0.01,12.189974463318,42.0333333333333,76.1,29.873,66.6666666666667,227,2.33333333333333,0,10.2712520745276,38.85
"1231",51.35,77.525,29.836,64.25,180,0,0.01,11.5273683240503,46.25,77.025,29.84775,66.5,41.75,3.25,0,10.6238621854847,43
"1232",48.8,75.9,29.84225,68.5,194.75,0,0.01,9.65074494857349,42.1,77.525,29.81875,66.75,179.5,2.5,0,10.7198734178712,46.25
"1233",44.725,72.575,29.85725,76.25,160.75,0,0.01,6.49973330579751,38.775,77.7,29.81675,65.25,32,2,0,11.2696204103983,39.6
"1234",28.1,69.75,29.88275,82,119,0,0.01,4.49058096081578,37.075,76.6,29.825,68.5,56.25,1.5,0,9.85492083158532,30.575
"1235",31.725,67.925,29.88925,86.5,126,0,0.01,3.15273868227894,32.95,74.3,29.8625,74.25,46.25,0,0,7.48386819835117,24.475
"1236",29.6,66.725,29.8875,89,119.5,0,0.005,2.46297000144957,26.55,72.3,29.873,80.5,38.25,0.25,0,5.28461074559142,16.975
"1237",29.45,66.3,29.88075,90.25,128.75,0,0,2.15111250282326,28.375,71.75,29.8645,82,43,0,0,4.78467345652759,19.85
"1238",28.725,66.15,29.87225,91.25,132.75,0,0,1.92049057730448,31.15,71.3,29.85725,82.5,57.5,0,0,4.58182717504264,30.25
"1239",29.825,66.9,29.86475,90.25,141.75,0,0,2.19630279180162,30.175,70.925,29.8475,82.75,55,0,0,4.45877420579896,28.625
"1240",31.15,67.75,29.857,89,133.5,0,0,2.55082258367353,22.15,70.55,29.8435,83.25,44,0,0,4.27508476991162,27.5
"1241",29.95,68.4,29.85325,89.5,189,0,0,2.48993529186357,24.5,69.8,29.8385,86.25,48.5,0,0,3.42170679181691,25.425
"1242",28.675,68.7,29.85525,90,203.75,0,0,2.39584191764219,20.35,69.375,29.8365,87.75,47.75,0,0,3.00493398590815,24.975
"1243",28.175,69.725,29.85325,89.5,202.5,0,0,2.60778138021638,24.35,69.8,29.836,88.75,49,0,0,2.79870667935881,25.1
"1244",25,71.325,29.86175,88.25,182.75,0,0,3.07959318621457,25.325,70.725,29.83675,90,61.25,0,0,2.56753245926984,22.275
"1245",25.225,75,29.85975,84,178.25,0,0,4.76433312332482,23.55,72.375,29.8395,88.25,61,0,0,3.19510351561993,18.05
"1246",29.525,78.975,29.85075,80.25,223.75,0,0,6.70313924751846,24.1,75.425,29.839,85.75,121,0.25,0,4.30436723147957,20.9
"1247",39.625,84.575,29.83625,72.75,244.75,0,0,11.1295298216804,31.425,80.6,29.83575,79.25,143,0.5,0,7.4603551613958,30.15
"1248",45.3,88.5,29.823,64.75,225.25,0,0,16.2249789886558,38.85,84.75,29.825,72,106.25,1.25,0,11.478656519647,38.75
"1249",45.4,91.675,29.80825,59.25,273.75,0,0,20.7165165030333,43.7,88.925,29.80775,63.5,108.5,1.5,0,17.0606565514491,44.05
"1250",48.275,94.625,29.79525,52.25,238.75,0,0,26.5729449381528,47.225,93.55,29.792,53.75,133,1.25,0,24.9654670292425,47.65
"1251",47.85,96.65,29.7835,47.5,243,0,0,31.0586665111423,49.825,97.075,29.78275,47,91.5,1.75,0,31.7833382691798,50.475
"1252",45.9,95.4,29.778,49.75,263.25,0,0,28.620008554367,50.6,98.05,29.77425,44.75,156.25,2,0,34.1085574965243,53.05
"1253",45.6,93.825,29.782,51.5,289.75,0,0,26.3096948367478,49.45,96.25,29.787,44.5,93,1,0,32.4334117209172,51.5
"1255",40.7,87.675,29.818,63.25,115.75,0,0,16.4800534573412,45.3,88.55,29.8065,61.5,189,0.5,0,17.7178515766948,46.825
"1256",36,85.2,29.78775,70,128,0,0,12.4419853683344,41.2,87.1,29.81675,65.5,184.5,0.5,0,15.1754632767729,40.95
"1257",33.175,82.5,29.76625,75.25,182,0,0,9.40370112382196,37.3,84.9,29.7875,68.5,149,0,0,12.9175306602854,36.4
"1258",33.825,80.775,29.79175,77.75,119.25,0,0,7.97976111855367,34.95,84.025,29.762,69.25,51.5,0.5,0,12.2566301732364,31.725
"1259",27.975,79.65,29.798,81,92,0,0,6.57255277694393,32.275,83.175,29.77125,72,64.5,0.25,0,10.8552932661605,27.075
"1260",21.075,77.425,29.7935,87,133.25,0,0,4.18841035077318,28.875,81.725,29.79025,74.5,61.5,0,0,9.4436097110241,23.225
"1261",16.275,76.15,29.79125,90,134,0,0,3.08247436912776,20.725,79.05,29.7875,80.75,61,0,0,6.53124203139407,18.925
"1262",19.575,76.025,29.78375,91,199.25,0,0,2.7610526566172,15.025,77.4,29.78725,84.75,61,0,0,4.90309720814317,18.425
"1263",16.525,76.15,29.772,90.75,235.75,0,0,2.85112864291872,17.475,78.1,29.7795,85.25,60.75,0,0,4.84699795518217,10.35
"1264",22.125,78.45,29.759,86,226.5,0,0,4.69414486722213,25.875,79.7,29.7675,82.75,67,0,0,5.98676161743087,15.075
"1265",32,82.575,29.7545,73.75,291.75,0,0,9.98692589466484,31.775,81.55,29.7595,76.75,73.25,0.75,0,8.55979225952032,22.275
"1266",34,82.625,29.75725,72,281.75,0,0,10.6639863111717,33.75,81.675,29.75525,75.5,144.75,1.25,0,9.04988150912626,32.15
"1267",33.3,82.375,29.7655,72.75,279,0,0,10.2947973050674,33.4,81.2,29.756,76,98,1,0,8.72788890775064,33.15
"1271",44.65,84.35,29.82125,73.5,310.25,0,0,10.6741924384058,39.5,82.1,29.823,78,164,2,0,8.237654904778,37.475
"1272",46.775,85.85,29.82875,68,327.75,0,0,13.5405380782167,40.85,84.45,29.835,73,180.5,1,0,10.9157618584316,37.475
"1273",49.05,87.8,29.82975,57,314.75,0,0,19.3400857597492,42.55,85.7,29.83975,66,192.75,1.25,0,14.308587501216,40.3
"1274",49.55,89.7,29.82225,45.25,181.5,0,0,26.1858350903635,45.6,87.2,29.841,60,167,1,0,17.636683140799,43.65
"1279",37.55,86.875,29.8485,37.5,301.75,0,0,27.2818618721854,39.95,88.15,29.829,36,153,1.5,0,29.094518665381,39.1
"1281",33.65,79.4,29.885,53.25,176,0,0,16.0784529827683,36.525,83.2,29.8655,44.5,161,1.5,0,21.5507790335167,38.35
"1282",34.225,76.675,29.909,54.25,133,0,0,14.3457309503841,35.075,79.5,29.89075,53.75,182.75,3,0,15.9518266622574,35.65
"1283",33,74.6,29.915,56.75,316.25,0,0,12.664821845224,35.2,76.5,29.91575,56.75,189.5,1.5,0,13.4794732300194,37.15
"1284",30.275,72.525,29.9215,61.75,245.75,0,0,10.4451940921691,33.275,74.55,29.92225,60.5,175.25,0.75,0,11.5425756252345,35.925
"1285",28.225,71.45,29.93175,65,315.75,0,0,9.2106634933016,31.4,72.95,29.931,64.5,173.25,0.5,0,9.83135976122463,33.725
"1286",26.175,70.35,29.93,67.75,316.75,0,0,8.1779324679744,29.325,71.425,29.93975,67,176.25,0.25,0,8.6789299432871,32.625
"1287",24.225,69.125,29.93275,71.25,248.75,0,0,6.99047059798326,27.85,70.2,29.94175,69,174.5,0.75,0,7.81804723997169,30.925
"1288",23.125,68.6,29.9405,73.5,240.5,0,0,6.3287441547242,25.225,68.825,29.94175,72.25,184,0,0,6.68093710676101,28.85
"1289",20.75,67.925,29.96025,76.25,159.5,0,0,5.54278128658975,24.175,67.35,29.95225,75,183.5,0,0,5.72031790832367,26.65
"1290",18.175,66.675,29.983,79.75,315,0,0,4.52678490798025,22.125,66.25,29.967,78,180,0,0,4.84575336552343,24.075
"1291",16.425,66.55,29.998,82,251.75,0,0,4.00478210875676,20.175,65.25,29.98575,81.5,166.25,0,0,3.93651817468397,20.875
"1292",17.2,67.85,30.01575,80.5,185.75,0,0,4.5419247807465,17.1,65.05,30,83.5,176,0,0,3.48501788062673,19
"1293",21.05,70.15,30.02925,76.75,188,0,0,5.86302716450112,16.8,66.95,30.0185,82,175.25,0,0,4.06433307328928,18
"1294",24.4,71.45,30.042,75,183.5,0,0,6.57853933836712,19.475,69.325,30.0345,78.5,172.75,0.25,0,5.27589924463234,21.275
"1295",29.1,72.875,30.04925,71,163.25,0,0,8.01693495114468,24.375,70.75,30.04625,75.25,184.25,1,0,6.36186424611168,24.25
"1296",32.65,75.05,30.051,65.75,110.75,0,0,10.19846754945,29.35,72.175,30.05575,71.75,173.5,1,0,7.63681338189831,26.725
"1297",35.225,76.5,30.04575,60.25,174.5,0,0,12.390497735649,32.575,74.625,30.0595,64.5,193.25,1.25,0,10.4006319720462,30.375
"1298",34.55,77.325,30.03775,57.75,105.5,0,0,13.5357487781345,34.475,75.625,30.05675,61.75,190,1.25,0,11.5840678074371,30.45
"1299",34.025,77.8,30.0365,55.75,125.25,0,0,14.395838938689,34.45,77.05,30.0485,58.5,192,1.25,0,13.1732932413587,30.6
"1300",31.175,76.825,30.03675,56.75,163.75,0,0,13.6250787198977,34.05,77.825,30.04375,57,192,2,0,14.0287049853457,31.225
"1301",27.575,75.375,30.0365,57.75,191,0,0,12.6853082435325,33.4333333333333,77.4333333333333,30.04,54.6666666666667,188,2,0,14.572963248797,29.225
"1302",26.975,74.25,30.03775,57.75,242,0,0,12.2176753370216,30.975,75.95,30.04025,60,173.75,2,0,12.2427374858084,27.925
"1303",26.725,73.25,30.04325,56.25,124.5,0,0,12.2304260161358,29.1,74.625,30.04025,59.75,164,1.5,0,11.7879809703829,28.05
"1304",25.7,71.5,30.04875,57.75,89.5,0,0,11.1450710681206,27.425,72.65,30.04475,58.75,188.75,1.75,0,11.3014944296605,27.625
"1305",23.25,69.225,30.0555,61.5,29.25,0,0,9.39921493700091,30.65,71.35,30.0495,57.25,172.25,1.25,0,11.2101642819527,30.05
"1306",17.5,67.325,30.06675,65.75,99.5,0,0,7.83640941510739,31.175,70.175,30.05325,58.75,183.25,0,0,10.3979673105493,29.8
"1307",13.7,64.85,30.0695,71.75,317.5,0,0,5.92557614481921,26.325,68.025,30.06725,64.5,178,0,0,8.33943406691953,26.275
"1308",19.175,64.025,30.0725,72.25,180,0,0,5.65700316709091,19.775,64.6,30.07425,72.75,178,0,0,5.68341566301702,22.425
"1309",17.475,62.6,30.075,75.5,169.25,0,0,4.749869277065,16.15,62.875,30.07975,77.25,178,0,0,4.45509165793343,19.825
"1310",16.125,61.625,30.07425,77.75,247.25,0,0,4.16930356410625,17.375,61.625,30.08125,80.25,178,0,0,3.70274593340376,18.175
"1311",13.275,60.35,30.072,81.25,249.75,0,0,3.35713336815646,14.775,59.55,30.07975,85,178,0,0,2.61192614403571,13.925
"1312",9.75,57.75,30.07225,87.25,6,0,0,2.10118876259216,14.225,58.45,30.07775,87.25,178,0,0,2.13424416703691,12.975
"1313",5.8,55.425,30.08125,92.25,196.5,0,0,1.16349303178792,12.375,57.525,30.0775,89,178,0,0,1.78000057795697,11.475
"1314",2.525,54.15,30.089,94.5,196.5,0,0,0.787461379249162,10.175,57.1,30.08425,91.25,178,0,0,1.39461089384733,11.925
"1315",0.95,55,30.09775,96,215,0,0,0.590814126237987,7.6,56.7,30.091,93,178,0,0,1.09933362622509,9.925
"1320",37.175,74.95,30.104,50.75,175.25,0,0,14.5857751985625,34.3,72.2,30.11225,57.25,182,0.5,0,11.5577700222464,32.725
"1321",42.6,76.35,30.09675,45.75,232.25,0,0,16.8312852028509,37.1,74.425,30.10875,51.5,137.5,0.75,0,14.1140712469038,31.8
"1322",45.8,77.775,30.08625,44.75,244,0,0,17.968639074353,41.475,76.375,30.09725,49.5,186.75,1,0,15.6925968388944,36.85
"1327",45.6,78.55,30.0275,46,94.25,0,0,18.0101335290559,45.4,77.7,30.044,48,200.5,1,0,16.8648749050135,43.275
"1328",41.6,76.35,30.0215,50.5,32.25,0,0,15.3799496277149,42.325,76.725,30.03175,51.5,182.25,0.25,0,15.2391368646445,43.35
"1329",29.125,72.6,30.01925,60,29.25,0,0,11.0356189427133,38.55,74.25,30.0265,57.25,196.75,0,0,12.4003812499954,41.6
"1330",20.7,66.8,30.03275,74.75,22.5,0,0,5.68734118281811,32.675,69.7,30.02575,66.75,198,0,0,8.26756053229249,39.3
"1331",7.15,63.9,30.04275,81.5,22.5,0,0,3.76047794483317,26.825,66.7,30.04125,73.75,198,0,0,5.88379198103338,33.85
"1332",5.8,61.775,30.05125,87.5,22.5,0,0,2.35884599581694,21.6,64.725,30.0495,78.25,198,0,0,4.54396998068262,26.025
"1333",13.1,60.95,30.05525,89.5,233,0,0,1.92029951144643,16.275,63.85,30.05675,80.5,198,0,0,3.94960713703004,14.45
"1334",14.375,60.3,30.0465,91.25,233,0,0,1.56316016050247,12.55,63.425,30.057,83.5,198,0,0,3.29271620224277,6.56666666666667
"1335",8.1,59.525,30.037,91.5,233,0,0,1.47951493836643,11.325,64.25,30.04825,83.5,198,0,0,3.38857692849219,4.125
"1336",4.4,57.95,30.0295,93.75,233,0,0,1.02720502953185,7.525,64.625,30.04075,84.25,198,0,0,3.27740003699941,1.7
"1337",4.525,57.5,30.03025,95.25,233,0,0,0.767820890743266,4.225,63.8,30.03025,85.75,198,0,0,2.88412748459239,1.625
"1338",5.9,57.65,30.03825,95.75,226,0,0,0.691277372882721,3.225,61.55,30.03175,89.5,197.75,0,0,1.96547356769544,1.525
"1339",4.15,58.8,30.04525,95.75,229.5,0,0,0.726015858980985,2.3,60.15,30.04025,92,198,0,0,1.42231079283193,1.175
"1340",11.55,63.55,30.05875,88.5,270.25,0,0,2.33873421088281,1.475,60.9,30.04475,93.75,198,0,0,1.13979676929674,1.425
"1341",21.475,70.925,30.0615,75,231,0,0,6.59069805578968,4.025,64.575,30.056,89.75,170,0,0,2.16452420531079,3.475
"1342",38.95,76.725,30.056,57.75,202.5,0,0,13.3122932698267,25.25,69.925,30.0585,73,79.75,0,0,6.81740452865323,14.7
"1343",46.625,79.225,30.0575,47.75,250.25,0,0,17.8230658635098,41.175,74.05,30.05575,63,86,0.25,0,10.6459616083365,33.825
"1344",49.375,80.425,30.0525,46,166,0,0,19.1560070959364,49.7,77.325,30.05175,53.25,180.5,0,0,14.9977738824871,44.225
"1345",50,81.1,30.03775,43.5,222,0,0,20.4936060065738,54.1,78.3,30.044,48.25,134.25,0.25,0,17.1172914676613,45.575
"1346",51.825,81.65,30.03075,41.5,241.25,0,0,21.5998014600459,54.6,80.2,30.037,48,63,0,0,18.3042872109891,54.225
"1352",37.7,74.825,29.996,67,224.5,1.75,0,9.7565729255561,62.9666666666667,78.6666666666667,29.9886666666667,48.6666666666667,84,0,0,17.1903446543666,60.725
"1353",30.8,71.5,30.00425,74.5,237.5,0.25,0,6.7331163777201,57.45,76.85,29.98975,53,76.5,0,0,14.8298240617799,45.575
"1354",27.65,69.775,30.01475,79,247.5,0.25,0,5.22823557675391,36.525,74.875,30.002,66.5,78.75,0,0,9.91550131220014,44.5
"1355",24.225,68.275,30.02275,82.5,244.25,0,0,4.13519139296997,24.175,72.225,30.01425,75.25,79,0,0,6.69524343549419,28.9
"1356",20.575,66.9,30.02575,86,255,0,0,3.15863567417981,21.9,70.8,30.0185,78.5,79,0,0,5.54460032324056,25.05
"1357",14.575,65.175,30.0235,89.75,255,0,0,2.17716187928436,15.95,68.025,30.024,84.75,79,0,0,3.5763436969821,17.5
"1358",10.95,63.975,30.02175,91.75,224,0,0,1.67905964534366,11.8,66.2,30.026,88.5,79,0,0,2.53269569212962,9.3
"1359",9.525,62.7,30.02275,94.5,215,0,0,1.07017396578065,7.8,64.825,30.022,91.5,79,0,0,1.78220891345324,5.4
"1360",7.025,61.825,30.0195,95.5,215.25,0,0,0.849493354029227,4.725,63.75,30.02225,93,79,0,0,1.41381662285813,4.325
"1361",3.425,60.825,30.02275,96,216,0,0,0.728203210142754,3.95,63.175,30.01925,94,79,0,0,1.18675270389468,2.175
"1362",1.925,59.775,30.03125,96,214.75,0,0,0.701535179953447,1.025,62.65,30.02475,95,79,0,0,0.970864026053175,1.1
"1363",3.1,60.5,30.04125,97,175.75,0.25,0,0.540065183255123,0,62.2,30.03,95,79,0,0,0.955578535181583,1.15
"1364",8.525,63.65,30.04875,96.25,136.25,0,0,0.761174232094308,0.05,62.3,30.041,96,79,0,0,0.76720060872242,1.525
"1365",15.375,70,30.051,88,184.5,0.25,0,3.0978065950655,1.75,65.125,30.04625,96.5,79,0,0,0.747941351207117,3.3
"1366",29.125,76.175,30.0525,75.75,157.75,1.5,0,7.50942801194237,12.6333333333333,70.8333333333333,30.0473333333333,72.3333333333333,40.6666666666667,0,0.03,7.37173917532924,6.225
"1367",43.25,79.25,30.05375,64.5,198,3.5,0,12.1191034436992,29.375,75.75,30.04725,65.5,52.75,0,0.05,10.4994509654231,18
"1368",52.1,81.975,30.0465,51.75,224.25,2.25,0,18.0191121320662,48.25,78.25,30.04775,54.75,89.5,0.25,0.05,14.9524613077667,38.3
"1369",58.6,83.675,30.038,45.25,133.25,2.5,0,21.6130742057882,54.825,80.1,30.04275,47.5,80.25,0.25,0.05,18.4386533381542,49.425
"1370",54.95,83.65,30.029,45.75,161,3.25,0,21.3615756522716,58.15,81.45,30.03325,46,89,0.5,0.05,19.8055296543803,57.15
"1371",53.925,83.05,30.02175,46.5,83.75,1.75,0,20.6635352702962,63.175,82.075,30.0245,45.25,59.75,0,0.05,20.5079046894639,68.3
"1372",56.3,84.45,30.0085,44.5,140.5,2.75,0,22.4460139333254,63.525,82.575,30.01575,44.75,84.5,0,0.05,21.021327238175,74.35
"1373",62.5,84.6,30.0005,43.75,140.75,2,0,22.8499147854997,66.5,84.75,29.999,42,79.25,0,0.05,23.663285538609,78.125
"1374",62.65,83.4,29.99225,45.25,135,1,0,21.3817505606251,69.025,84.85,29.98975,41.25,55.75,0,0.05,24.0882319667342,70.525
"1375",59.525,83.7,29.9885,46,135,1.25,0,21.296991079492,61.925,81.25,29.98375,47,100.25,0,0.05,19.3091028840241,66.5
"1376",46.7,79.875,29.992,58.25,147,0.25,0,14.6589663539924,56.6,80.4,29.98325,48.5,57.5,0,0.05,18.2529051789599,62.725
"1377",32.075,74.55,30.00025,70.5,184,0,0,8.64157280380909,46.85,77.975,29.987,53.5,77,0,0.05,15.2529829647357,54.175
"1378",31.625,72.95,30.0125,73.75,189.75,0,0,7.27023309068475,37.325,73.85,29.9955,63.25,77,0,0.05,10.5170332764095,49.225
"1379",34.2,70.85,30.01125,79.5,185.25,0,0,5.295482277038,27.675,70.625,30.0075,71.75,77,0,0.05,7.24126475541059,33.95
"1380",29.325,68.6,30.018,85.75,199,0,0,3.41044097957034,20.05,69.275,30.0075,75.75,77,0,0.05,5.92711766929432,23
"1381",26.125,66.6,30.0185,89.75,199.25,0,0,2.28730090963672,23.925,69.275,30.01275,78.25,83.5,0,0.025,5.31589523395855,28.2
"1382",19.275,65.475,30.011,93.25,183.75,0,0,1.4475025724093,21.75,68.1,30.016,83,90,0,0,3.99663593066961,25
"1383",18.625,65.075,30.01075,94.25,138,0,0,1.21473332675408,14.725,66.5,30.00925,87.75,90,0,0,2.72477693523816,26.6
"1384",13.25,64.05,30.01825,95,158.5,0.25,0,1.01979106266886,10.525,65.275,30.00875,90.25,90,0,0,2.07702844339962,20.6
"1385",13.1,63.5,30.0255,96.5,220,0,0,0.699848222691696,8.1,64.225,30.0155,92.25,90,0,0,1.59093046008898,13.375
"1386",10.875,63.025,30.033,97,206.75,0,0,0.590272259361545,6,63.5,30.02025,93.25,90,0,0,1.35059317897727,9.725
"1387",8.8,63.1,30.038,97,195.5,0,0,0.591849992720804,3.5,63,30.02825,94.75,87,0,0,1.03255459043822,6.75
"1388",8.275,65.3,30.04075,97.25,155.5,0,0,0.586950257991591,1.35,62.85,30.03225,95.5,87,0,0,0.879271345103643,3.85
"1389",16.675,71.55,30.04575,89.5,281,0.25,0,2.900408615744,2.125,65.675,30.03625,96,87,0,0,0.863893995931618,8.6
"1390",30.575,77.3,30.048,75.5,140.75,1.5,0,7.8689491915817,12.675,70.4,30.04175,89.5,51,0,0,2.7222207584411,14.1
"1391",47.725,79.825,30.04775,63.25,143,2.25,0,12.7868143213935,30.05,74.85,30.03925,76.25,87.75,0,0,7.0606873568102,19.375
"1392",48.425,82.6,30.0385,56.5,175,2.5,0,16.5685648815358,41.975,78.275,30.03625,64.75,91,0,0,11.6757354935508,40.1
"1393",52.55,84.425,30.02375,50.75,109.25,2.5,0,19.9088692469139,55.225,80.5,30.031,53.25,87.5,0.75,0,16.6281904444702,47.85
"1394",54.475,86.025,30.0095,46.5,134.5,3.25,0,22.7281550690693,63.025,83.4,30.01725,44.25,56.5,0,0,21.8327110518423,59.8
"1395",56.05,86.725,29.993,44,185.25,2,0,24.326467560346,60.35,85.625,30.003,43,65.5,0.5,0,23.9121522802381,64.375
"1396",57.125,84.4,29.9875,46.5,80,1,0,21.582062659678,57.95,82.175,29.99775,50.75,264,0.25,0.015,18.8401828672526,59.225
"1397",58.05,80.375,29.9925,56.5,165.25,6.5,0,15.6364789935014,50.5,71.3,30.00875,86.75,239.75,0.25,0.145,3.47289684040239,58.425
"1398",54.65,75.95,30.01075,70.75,122,5.75,0,9.00853710842028,40.025,71.95,30.0055,90.5,345,0,0.17,2.54171931496351,39.825
"1399",44.275,71.925,30.0175,81,71,2,0,5.09929558615882,34.05,71.175,30.01525,90.5,340,0,0.1725,2.47808541992004,35.85
"1400",35.1,69.375,30.027,87.75,145,0.5,0,3.00249739649131,26.2,70.3,30.01325,93.25,41,0,0.19,1.7084945873847,30.05
"1401",30.625,67.575,30.03275,88,142.25,0,0,2.76887434564778,22.15,70.1,30.00975,93.5,45.75,0,0.19,1.63281104621029,33.775
"1402",25.2,66.15,30.035,91,164.5,0,0,1.98113948205178,27.225,68.775,30.0295,91.75,46.5,0,0.19,1.98018202437198,29.65
"1403",20.575,65.475,30.0415,93,206.75,0,0,1.50037615301608,28.725,67.125,30.0455,93.25,53,0,0.19,1.53243188224741,30.025
"1404",15.775,65.1,30.04575,94,159.5,0,0,1.27011964996635,22.05,66,30.0445,94.5,53,0,0.19,1.2015461803949,25.3
"1405",10.5,64.575,30.04475,92.75,257.75,0.5,0,1.50634782067212,11.8666666666667,65.3,30.0443333333333,95.6666666666667,53,0,0.126666666666667,0.923415310638538,26.625
"1406",9.25,63.45,30.038,94.5,348,0,0,1.09855561435171,3.7,64.275,30.04525,96,53,0,0.0075,0.822247678812774,16.3
"1407",11.6,63.225,30.036,93.75,97.25,0.75,0,1.23637762781107,2.7,63.7,30.03725,96.75,53,0,0.01,0.654936942608232,15.4
"1408",17.375,62.375,30.0395,93,49.5,0.75,0,1.34879235725606,1.1,63.15,30.03775,97,221.25,0,0.01,0.59284139571468,8.625
"1409",13.875,60.75,30.05475,93.75,84.5,0,0,1.13947224618019,1.35,62.825,30.0455,97,277.25,0,0.01,0.586114393496802,3.325
"1410",9.25,59.4,30.07275,96,123,0,0,0.692196934490554,3.55,62.25,30.0575,97,277.5,0,0.01,0.574369079083462,11.525
"1411",6.775,59.675,30.08625,96.75,103.75,0,0,0.566844433661158,1.15,61.525,30.07075,97.25,278,0,0.01,0.513567922861268,11.6
"1412",22.4,64.45,30.1065,91,81.25,0.5,0,1.89017985085377,1.4,61.8,30.08975,98,277.75,0,0.01,0.376922175539411,9.575
"1413",29.675,68.975,30.1175,82.25,118.5,0.5,0,4.35708273596849,5.95,64.1,30.1075,98,186.5,0,0.01,0.40868993102502,13.025
"1414",38.85,74.075,30.11275,72.75,169,1,0,7.89417448588635,20.175,67.375,30.11475,90.75,95,0,0.01,2.15752422264198,30.025
"1415",49.8,77.45,30.118,63.25,86,2,0,11.8470507983092,35.25,71.65,30.1125,78,95.5,0,0.01,5.86032779363043,40.3
"1416",52.4,79.425,30.10875,58,49,3.25,0,14.430708453558,46.05,75.5,30.11625,67.75,188.25,0.25,0.01,9.76414321715548,51.425
"1417",55.175,82.65,30.09925,51.25,237.75,1.75,0,18.6153751168914,62.4,78.3,30.10775,61.5,251.25,0.5,0.01,12.7574666038972,52.1
"1418",56.75,83.8,30.08525,47,155.25,3.25,0,20.9748323778137,66.875,81.725,30.099,50.75,167.75,0.75,0.01,18.2692984310287,60.95
"1419",59.1,85.825,30.06875,43.75,96.25,3,0,23.7366108080933,65.575,84.525,30.08175,45,234.25,0.5,0.01,22.2716293223241,62.025
"1420",59.525,85.875,30.05475,43.5,143.5,2.75,0,23.8841849163214,68.925,86.35,30.066,43.75,194.25,0.5,0.01,24.156697967519,63.5
"1421",57.975,85.75,30.04,42,164,2.75,0,24.4229699077205,70.9,86.6,30.05575,44.25,209.75,0.25,0.01,24.1257661741532,64.025
"1422",56.125,86.2,30.0355,41.75,75,2,0,24.880875160766,70.75,85.375,30.04225,43.25,181.5,0.5,0.01,23.6307948353227,64.9
"1423",54.475,84.85,30.037,44.25,93.5,1.25,0,22.8406705802348,64.475,83.025,30.0365,47.75,156,0,0.01,20.1743271729377,62.675
"1424",51.225,80.225,30.0415,51.5,38,1,0,17.1520386637029,59.8333333333333,81.6333333333333,30.0356666666667,49.6666666666667,236,0,0.01,18.5633168419091,60.6
"1425",45.925,75.9,30.0455,61.25,60,0.5,0,11.8529314029309,54.7,79.65,30.03925,52.75,236,0,0.01,16.350533121761,54.875
"1426",44.475,73.8,30.07025,68,111,0,0,9.12406405458039,44.375,75.95,30.04975,62,236,0,0.01,11.6847159017413,45.3
"1427",30.375,69.575,30.079,78.5,148,0,0,5.33559233843486,33.875,71.95,30.07025,70.75,236,0,0.01,7.84937469779333,40.55
"1428",24.825,67.1,30.08975,84.75,150.5,0,0,3.46003623584961,27.65,70.075,30.08,76,236,0,0.01,6.03047423953973,32.1
"1429",20.55,65.6,30.08475,88.25,161,0,0,2.53523345188224,23.825,68.575,30.09075,80,236,0,0.005,4.77263208362539,37.325
"1430",15.425,63.9,30.08125,91.75,186,0,0,1.67453800137771,20.925,67,30.08525,83.75,236,0,0,3.67540722529859,32.45
"1431",15.15,62.8,30.0865,93.5,186,0,0,1.27008458701529,13.9,65.6,30.081,87.5,236,0,0,2.69298152665177,27.075
"1432",11.45,61.65,30.088,94.75,186,0,0,0.984149335342338,11.675,64.4,30.087,90,235.25,0,0,2.06571285760591,18.9
"1433",8.875,60.95,30.09025,95.5,186,0,0,0.822860160955307,8.55,63.475,30.09,91.5,235.5,0,0,1.70023419130264,15.25
"1434",7.625,60.225,30.09725,96.25,186,0,0,0.668637948502632,3.275,62.225,30.089,93.25,236,0,0,1.29260938895229,11.55
"1435",4.475,60.75,30.10775,96.75,186,0,0,0.589452389569482,4.125,61.425,30.09775,94.25,235.75,0,0,1.06928534967265,1.8
"1436",17.425,65.025,30.12425,94.25,187,0,0,1.24967505508241,5,61.975,30.114,95.25,236,0,0,0.899511935677331,2.2
"1437",34.725,72.275,30.13175,79.75,137.75,0.25,0,5.56511164216525,9.375,65.275,30.1265,95,236,0,0,1.07644392772088,4.95
"1438",40.45,77.525,30.1275,70.5,201.25,0.75,0,9.5381679086398,31.25,70.8,30.13475,82.5,117.5,0,0,4.55837628338477,24.45
"1439",48.625,80.575,30.125,62,174.25,1.25,0,13.5649022213037,45.4,75.075,30.12925,71,83.5,0.25,0,8.65489254985215,43.65
"1440",54.275,81.9,30.10825,55.5,177.5,2.25,0,16.5719019317262,53.125,78.025,30.12375,62.5,86,0.5,0,12.3071929689914,49.5
"1441",54.65,85.25,30.095,50,90,3,0,20.7314131481753,60.25,81,30.10725,55.75,90.75,0.25,0,16.0096738021528,54.6
