Ozone,Temp,Press,RH,WindDir,WindSpeed,Rainfall,Latitude,Longitude,InstrumentDT,ServerDT,GMTOffset,InstrumentD,InstrumentT,ServerD,ServerT
20,79,29.938,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:14:35,8/4/2016 14:13,0,8/4/2016,9:14:35,8/4/2016,14:13:02
19,79.1,29.938,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:14:45,8/4/2016 14:13,0,8/4/2016,9:14:45,8/4/2016,14:13:12
15.8,79.1,29.938,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:14:55,8/4/2016 14:13,0,8/4/2016,9:14:55,8/4/2016,14:13:22
18.7,79.2,29.94,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:15:05,8/4/2016 14:13,0,8/4/2016,9:15:05,8/4/2016,14:13:32
20.1,79.2,29.94,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:15:15,8/4/2016 14:13,0,8/4/2016,9:15:15,8/4/2016,14:13:42
14.8,79.2,29.94,94,198,0,0.01,38.310413,-89.552177,8/4/2016 9:15:25,8/4/2016 14:13,0,8/4/2016,9:15:25,8/4/2016,14:13:52
21.5,80.8,29.94,88,128,1,0.01,38.310413,-89.552177,8/4/2016 9:30:35,8/4/2016 14:29,0,8/4/2016,9:30:35,8/4/2016,14:29:02
26.5,81.9,29.937,85,142,0,0.01,38.310413,-89.552177,8/4/2016 9:45:35,8/4/2016 14:44,0,8/4/2016,9:45:35,8/4/2016,14:44:02
30.1,83.4,29.931,83,136,0,0.01,38.310413,-89.552177,8/4/2016 10:00:35,8/4/2016 14:59,0,8/4/2016,10:00:35,8/4/2016,14:59:02
33,83.7,29.932,80,293,2,0.01,38.310413,-89.552177,8/4/2016 10:15:35,8/4/2016 15:14,0,8/4/2016,10:15:35,8/4/2016,15:14:02
33.6,84.5,29.935,79,133,1,0.01,38.310413,-89.552177,8/4/2016 10:30:35,8/4/2016 15:29,0,8/4/2016,10:30:35,8/4/2016,15:29:02
34.4,85.2,29.937,77,131,1,0.01,38.310413,-89.552177,8/4/2016 10:45:35,8/4/2016 15:44,0,8/4/2016,10:45:35,8/4/2016,15:44:02
37.5,84.9,29.939,76,150,2,0.01,38.310413,-89.552177,8/4/2016 11:00:35,8/4/2016 15:59,0,8/4/2016,11:00:35,8/4/2016,15:59:02
37.6,85.5,29.934,76,91,1,0.01,38.310413,-89.552177,8/4/2016 11:15:35,8/4/2016 16:14,0,8/4/2016,11:15:35,8/4/2016,16:14:02
38.8,86.2,29.932,73,290,3,0.01,38.310413,-89.552177,8/4/2016 11:30:35,8/4/2016 16:29,0,8/4/2016,11:30:35,8/4/2016,16:29:02
40.5,86.5,29.925,72,165,3,0.01,38.310413,-89.552177,8/4/2016 11:45:35,8/4/2016 16:44,0,8/4/2016,11:45:35,8/4/2016,16:44:02
40,87.7,29.922,72,122,2,0.01,38.310413,-89.552177,8/4/2016 12:00:35,8/4/2016 16:59,0,8/4/2016,12:00:35,8/4/2016,16:59:02
41.9,88.1,29.917,71,128,3,0.01,38.310413,-89.552177,8/4/2016 12:15:35,8/4/2016 17:14,0,8/4/2016,12:15:35,8/4/2016,17:14:02
42.7,88.5,29.915,69,136,2,0.01,38.310413,-89.552177,8/4/2016 12:30:35,8/4/2016 17:29,0,8/4/2016,12:30:35,8/4/2016,17:29:02
44.6,87.8,29.912,70,230,3,0.01,38.310413,-89.552177,8/4/2016 12:45:35,8/4/2016 17:44,0,8/4/2016,12:45:35,8/4/2016,17:44:02
43.6,88.9,29.905,70,233,2,0.01,38.310413,-89.552177,8/4/2016 13:00:35,8/4/2016 17:59,0,8/4/2016,13:00:35,8/4/2016,17:59:02
43,89.5,29.901,67,215,3,0.01,38.310413,-89.552177,8/4/2016 13:15:35,8/4/2016 18:14,0,8/4/2016,13:15:35,8/4/2016,18:14:02
43.9,89.4,29.902,68,124,3,0.01,38.310413,-89.552177,8/4/2016 13:30:35,8/4/2016 18:29,0,8/4/2016,13:30:35,8/4/2016,18:29:02
45.5,90,29.899,66,184,2,0.01,38.310413,-89.552177,8/4/2016 13:45:35,8/4/2016 18:44,0,8/4/2016,13:45:35,8/4/2016,18:44:02
44.4,90,29.897,63,134,3,0.01,38.310413,-89.552177,8/4/2016 14:00:35,8/4/2016 18:59,0,8/4/2016,14:00:35,8/4/2016,18:59:02
45.3,90.2,29.893,62,221,3,0.01,38.310413,-89.552177,8/4/2016 14:15:35,8/4/2016 19:14,0,8/4/2016,14:15:35,8/4/2016,19:14:02
43.2,90.5,29.887,63,162,3,0.01,38.310413,-89.552177,8/4/2016 14:30:35,8/4/2016 19:29,0,8/4/2016,14:30:35,8/4/2016,19:29:02
43.8,90.1,29.884,62,204,4,0.01,38.310413,-89.552177,8/4/2016 14:45:35,8/4/2016 19:44,0,8/4/2016,14:45:35,8/4/2016,19:44:01
43,91.6,29.882,61,303,2,0.01,38.310413,-89.552177,8/4/2016 15:00:35,8/4/2016 19:59,0,8/4/2016,15:00:35,8/4/2016,19:59:01
41.3,90.4,29.879,63,153,3,0.01,38.310413,-89.552177,8/4/2016 15:15:35,8/4/2016 20:14,0,8/4/2016,15:15:35,8/4/2016,20:14:02
41.7,91.1,29.877,60,290,2,0.01,38.310413,-89.552177,8/4/2016 15:30:35,8/4/2016 20:29,0,8/4/2016,15:30:35,8/4/2016,20:29:01
43.8,91.5,29.874,60,269,2,0.01,38.310413,-89.552177,8/4/2016 15:45:35,8/4/2016 20:44,0,8/4/2016,15:45:35,8/4/2016,20:44:01
41.6,92.2,29.873,60,223,2,0.01,38.310413,-89.552177,8/4/2016 16:00:35,8/4/2016 20:59,0,8/4/2016,16:00:35,8/4/2016,20:59:02
42.7,92,29.87,58,219,3,0.01,38.310413,-89.552177,8/4/2016 16:15:35,8/4/2016 21:14,0,8/4/2016,16:15:35,8/4/2016,21:14:01
42.9,92.5,29.864,58,134,3,0.01,38.310413,-89.552177,8/4/2016 16:30:35,8/4/2016 21:29,0,8/4/2016,16:30:35,8/4/2016,21:29:01
44.4,92.9,29.859,58,138,1,0.01,38.310413,-89.552177,8/4/2016 16:45:35,8/4/2016 21:44,0,8/4/2016,16:45:35,8/4/2016,21:44:01
43.2,93.1,29.859,59,163,2,0.01,38.310413,-89.552177,8/4/2016 17:00:35,8/4/2016 21:59,0,8/4/2016,17:00:35,8/4/2016,21:59:01
42.3,92.9,29.859,59,255,3,0.01,38.310413,-89.552177,8/4/2016 17:15:35,8/4/2016 22:14,0,8/4/2016,17:15:35,8/4/2016,22:14:01
42.8,92.6,29.86,60,144,2,0.01,38.310413,-89.552177,8/4/2016 17:30:35,8/4/2016 22:29,0,8/4/2016,17:30:35,8/4/2016,22:29:01
42.5,92.3,29.856,61,153,4,0.01,38.310413,-89.552177,8/4/2016 17:45:35,8/4/2016 22:44,0,8/4/2016,17:45:35,8/4/2016,22:44:01
43.6,91.8,29.856,59,200,4,0.01,38.310413,-89.552177,8/4/2016 18:00:35,8/4/2016 22:59,0,8/4/2016,18:00:35,8/4/2016,22:59:01
41.7,91.9,29.853,61,153,3,0.01,38.310413,-89.552177,8/4/2016 18:15:35,8/4/2016 23:14,0,8/4/2016,18:15:35,8/4/2016,23:14:01
41.5,91.4,29.85,61,139,3,0.01,38.310413,-89.552177,8/4/2016 18:30:35,8/4/2016 23:29,0,8/4/2016,18:30:35,8/4/2016,23:29:01
41.2,91.4,29.843,63,149,3,0.01,38.310413,-89.552177,8/4/2016 18:45:35,8/4/2016 23:44,0,8/4/2016,18:45:35,8/4/2016,23:44:01
37.8,91,29.842,65,130,3,0.01,38.310413,-89.552177,8/4/2016 19:00:35,8/4/2016 23:59,0,8/4/2016,19:00:35,8/4/2016,23:59:01
35.7,90.4,29.833,68,139,3,0.01,38.310413,-89.552177,8/4/2016 19:15:35,8/5/2016 0:14,0,8/4/2016,19:15:35,8/5/2016,0:14:01
34.2,89.3,29.827,71,126,3,0.01,38.310413,-89.552177,8/4/2016 19:30:35,8/5/2016 0:29,0,8/4/2016,19:30:35,8/5/2016,0:29:01
33.1,88.2,29.826,73,122,3,0.01,38.310413,-89.552177,8/4/2016 19:45:35,8/5/2016 0:44,0,8/4/2016,19:45:35,8/5/2016,0:44:01
31.7,86.9,29.828,75,123,2,0.01,38.310413,-89.552177,8/4/2016 20:00:35,8/5/2016 0:59,0,8/4/2016,20:00:35,8/5/2016,0:59:01
31.2,85.4,29.825,77,154,2,0.01,38.310413,-89.552177,8/4/2016 20:15:35,8/5/2016 1:14,0,8/4/2016,20:15:35,8/5/2016,1:14:04
31.2,84.5,29.829,79,134,1,0.01,38.310413,-89.552177,8/4/2016 20:30:35,8/5/2016 1:29,0,8/4/2016,20:30:35,8/5/2016,1:29:01
31.5,83.7,29.837,80,123,0,0.01,38.310413,-89.552177,8/4/2016 20:45:35,8/5/2016 1:44,0,8/4/2016,20:45:35,8/5/2016,1:44:01
31.6,83.1,29.841,81,134,1,0.01,38.310413,-89.552177,8/4/2016 21:00:35,8/5/2016 1:59,0,8/4/2016,21:00:35,8/5/2016,1:59:01
31.1,82.6,29.851,82,127,0,0.01,38.310413,-89.552177,8/4/2016 21:15:35,8/5/2016 2:14,0,8/4/2016,21:15:35,8/5/2016,2:14:01
30.1,82,29.856,83,133,0,0.01,38.310413,-89.552177,8/4/2016 21:30:35,8/5/2016 2:29,0,8/4/2016,21:30:35,8/5/2016,2:29:01
28.2,81.4,29.862,84,133,0,0.01,38.310413,-89.552177,8/4/2016 21:45:35,8/5/2016 2:44,0,8/4/2016,21:45:35,8/5/2016,2:44:01
31.2,81.4,29.871,85,134,0,0.01,38.310413,-89.552177,8/4/2016 22:00:35,8/5/2016 2:59,0,8/4/2016,22:00:35,8/5/2016,2:59:01
33.2,81.3,29.878,84,129,0,0.01,38.310413,-89.552177,8/4/2016 22:15:35,8/5/2016 3:14,0,8/4/2016,22:15:35,8/5/2016,3:14:01
31.5,80.7,29.883,85,129,0,0.01,38.310413,-89.552177,8/4/2016 22:30:35,8/5/2016 3:29,0,8/4/2016,22:30:35,8/5/2016,3:29:01
28.9,79.9,29.887,86,129,0,0.01,38.310413,-89.552177,8/4/2016 22:45:35,8/5/2016 3:44,0,8/4/2016,22:45:35,8/5/2016,3:44:01
35.9,80.1,29.879,86,96,0,0.01,38.310413,-89.552177,8/4/2016 23:00:35,8/5/2016 3:59,0,8/4/2016,23:00:35,8/5/2016,3:59:01
28.5,79.6,29.883,87,140,0,0.01,38.310413,-89.552177,8/4/2016 23:15:35,8/5/2016 4:14,0,8/4/2016,23:15:35,8/5/2016,4:14:00
32.6,79.2,29.874,87,150,0,0.01,38.310413,-89.552177,8/4/2016 23:30:35,8/5/2016 4:29,0,8/4/2016,23:30:35,8/5/2016,4:29:00
33.9,79.4,29.869,87,204,0,0.01,38.310413,-89.552177,8/4/2016 23:45:35,8/5/2016 4:44,0,8/4/2016,23:45:35,8/5/2016,4:44:00
31.9,79.3,29.863,87,189,0,0.01,38.310413,-89.552177,8/5/2016 0:00:35,8/5/2016 4:59,0,8/5/2016,0:00:35,8/5/2016,4:59:00
27.7,79.1,29.855,88,152,0,0,38.310413,-89.552177,8/5/2016 0:15:35,8/5/2016 5:14,0,8/5/2016,0:15:35,8/5/2016,5:14:00
28,79.3,29.852,87,170,0,0,38.310413,-89.552177,8/5/2016 0:30:35,8/5/2016 5:29,0,8/5/2016,0:30:35,8/5/2016,5:29:00
25.9,79,29.856,89,141,0,0,38.310413,-89.552177,8/5/2016 0:45:35,8/5/2016 5:44,0,8/5/2016,0:45:35,8/5/2016,5:44:00
22.9,78.8,29.861,89,220,0,0,38.310413,-89.552177,8/5/2016 1:00:35,8/5/2016 5:59,0,8/5/2016,1:00:35,8/5/2016,5:59:00
21.6,78.5,29.855,90,220,0,0,38.310413,-89.552177,8/5/2016 1:15:35,8/5/2016 6:14,0,8/5/2016,1:15:35,8/5/2016,6:14:00
20.5,78.3,29.848,91,199,0,0,38.310413,-89.552177,8/5/2016 1:30:35,8/5/2016 6:29,0,8/5/2016,1:30:35,8/5/2016,6:29:00
21.2,78,29.845,91,203,0,0,38.310413,-89.552177,8/5/2016 1:45:35,8/5/2016 6:44,0,8/5/2016,1:45:35,8/5/2016,6:44:00
19.5,77.9,29.846,91,219,0,0,38.310413,-89.552177,8/5/2016 2:00:35,8/5/2016 6:59,0,8/5/2016,2:00:35,8/5/2016,6:59:00
20.5,77.9,29.847,91,246,0,0,38.310413,-89.552177,8/5/2016 2:15:35,8/5/2016 7:14,0,8/5/2016,2:15:35,8/5/2016,7:14:00
16.1,78,29.847,91,257,0,0,38.310413,-89.552177,8/5/2016 2:30:35,8/5/2016 7:29,0,8/5/2016,2:30:35,8/5/2016,7:29:00
16.4,78,29.846,91,224,0,0,38.310413,-89.552177,8/5/2016 2:45:35,8/5/2016 7:44,0,8/5/2016,2:45:35,8/5/2016,7:44:00
15.1,77.9,29.843,91,212,1,0,38.310413,-89.552177,8/5/2016 3:00:34,8/5/2016 7:59,0,8/5/2016,3:00:34,8/5/2016,7:59:00
13.8,77.8,29.848,91,238,0,0,38.310413,-89.552177,8/5/2016 3:15:34,8/5/2016 8:14,0,8/5/2016,3:15:34,8/5/2016,8:14:00
13.2,77.7,29.838,92,238,0,0,38.310413,-89.552177,8/5/2016 3:30:34,8/5/2016 8:29,0,8/5/2016,3:30:34,8/5/2016,8:29:00
13.7,77.9,29.858,92,49,4,0,38.310413,-89.552177,8/5/2016 3:45:34,8/5/2016 8:44,0,8/5/2016,3:45:34,8/5/2016,8:44:00
43.8,78,29.879,83,65,8,0,38.310413,-89.552177,8/5/2016 4:30:34,8/5/2016 9:29,0,8/5/2016,4:30:34,8/5/2016,9:29:00
42.6,77.5,29.875,84,21,5,0,38.310413,-89.552177,8/5/2016 4:45:34,8/5/2016 9:44,0,8/5/2016,4:45:34,8/5/2016,9:44:00
40.8,76.9,29.866,86,143,4,0,38.310413,-89.552177,8/5/2016 5:00:34,8/5/2016 9:59,0,8/5/2016,5:00:34,8/5/2016,9:59:00
37.1,76.2,29.872,88,46,1,0,38.310413,-89.552177,8/5/2016 5:15:34,8/5/2016 10:14,0,8/5/2016,5:15:34,8/5/2016,10:14:00
33.3,75.8,29.882,89,144,1,0,38.310413,-89.552177,8/5/2016 5:30:34,8/5/2016 10:28,0,8/5/2016,5:30:34,8/5/2016,10:28:59
31.7,75.9,29.888,90,316,5,0,38.310413,-89.552177,8/5/2016 5:45:34,8/5/2016 10:43,0,8/5/2016,5:45:34,8/5/2016,10:43:59
34,75,29.887,91,311,7,0,38.310413,-89.552177,8/5/2016 6:00:34,8/5/2016 10:58,0,8/5/2016,6:00:34,8/5/2016,10:58:59
31.6,74,29.879,93,307,6,0,38.310413,-89.552177,8/5/2016 6:15:34,8/5/2016 11:13,0,8/5/2016,6:15:34,8/5/2016,11:13:59
31.3,73.5,29.88,93,304,4,0.01,38.310413,-89.552177,8/5/2016 6:30:34,8/5/2016 11:28,0,8/5/2016,6:30:34,8/5/2016,11:28:59
28.7,73.1,29.873,94,272,4,0.02,38.310413,-89.552177,8/5/2016 6:45:34,8/5/2016 11:43,0,8/5/2016,6:45:34,8/5/2016,11:43:59
27.9,72.6,29.875,94,305,2,0.02,38.310413,-89.552177,8/5/2016 7:00:34,8/5/2016 11:58,0,8/5/2016,7:00:34,8/5/2016,11:58:59
25.6,71.9,29.881,95,307,4,0.03,38.310413,-89.552177,8/5/2016 7:15:34,8/5/2016 12:13,0,8/5/2016,7:15:34,8/5/2016,12:13:59
26.5,71.7,29.879,95,298,4,0.03,38.310413,-89.552177,8/5/2016 7:30:34,8/5/2016 12:28,0,8/5/2016,7:30:34,8/5/2016,12:28:59
26.4,71.7,29.881,95,319,3,0.03,38.310413,-89.552177,8/5/2016 7:45:34,8/5/2016 12:43,0,8/5/2016,7:45:34,8/5/2016,12:43:59
23.9,71.9,29.885,95,285,1,0.03,38.310413,-89.552177,8/5/2016 8:00:34,8/5/2016 12:58,0,8/5/2016,8:00:34,8/5/2016,12:58:59
24,72,29.892,95,276,1,0.03,38.310413,-89.552177,8/5/2016 8:15:34,8/5/2016 13:13,0,8/5/2016,8:15:34,8/5/2016,13:13:59
23.5,72.4,29.891,95,290,2,0.03,38.310413,-89.552177,8/5/2016 8:30:34,8/5/2016 13:28,0,8/5/2016,8:30:34,8/5/2016,13:28:59
21.4,72.7,29.893,95,301,5,0.04,38.310413,-89.552177,8/5/2016 8:45:34,8/5/2016 13:43,0,8/5/2016,8:45:34,8/5/2016,13:43:59
19.6,73.3,29.892,94,307,3,0.04,38.310413,-89.552177,8/5/2016 9:00:34,8/5/2016 13:59,0,8/5/2016,9:00:34,8/5/2016,13:59:00
25.1,73.4,29.883,93,321,4,0.04,38.310413,-89.552177,8/5/2016 9:15:34,8/5/2016 14:13,0,8/5/2016,9:15:34,8/5/2016,14:13:59
22.6,73.6,29.884,94,281,2,0.04,38.310413,-89.552177,8/5/2016 9:30:34,8/5/2016 14:28,0,8/5/2016,9:30:34,8/5/2016,14:28:59
21.2,73.9,29.882,93,309,1,0.04,38.310413,-89.552177,8/5/2016 9:45:34,8/5/2016 14:43,0,8/5/2016,9:45:34,8/5/2016,14:43:59
22.8,74.4,29.883,93,220,1,0.04,38.310413,-89.552177,8/5/2016 10:00:34,8/5/2016 14:58,0,8/5/2016,10:00:34,8/5/2016,14:58:59
21.9,75.2,29.884,94,221,2,0.04,38.310413,-89.552177,8/5/2016 10:15:34,8/5/2016 15:13,0,8/5/2016,10:15:34,8/5/2016,15:13:59
23.7,75.8,29.885,92,276,2,0.04,38.310413,-89.552177,8/5/2016 10:30:34,8/5/2016 15:28,0,8/5/2016,10:30:34,8/5/2016,15:28:59
25.6,76.6,29.89,90,258,3,0.04,38.310413,-89.552177,8/5/2016 10:45:34,8/5/2016 15:43,0,8/5/2016,10:45:34,8/5/2016,15:43:59
29,77.5,29.89,89,258,2,0.04,38.310413,-89.552177,8/5/2016 11:00:34,8/5/2016 15:58,0,8/5/2016,11:00:34,8/5/2016,15:58:59
33.7,78.2,29.883,86,217,1,0.04,38.310413,-89.552177,8/5/2016 11:15:34,8/5/2016 16:13,0,8/5/2016,11:15:34,8/5/2016,16:13:59
36.8,80,29.881,82,177,1,0.04,38.310413,-89.552177,8/5/2016 11:30:34,8/5/2016 16:28,0,8/5/2016,11:30:34,8/5/2016,16:28:58
37,80.3,29.885,82,233,2,0.04,38.310413,-89.552177,8/5/2016 11:45:34,8/5/2016 16:43,0,8/5/2016,11:45:34,8/5/2016,16:43:58
37.6,80.6,29.892,83,236,2,0.04,38.310413,-89.552177,8/5/2016 12:00:34,8/5/2016 16:58,0,8/5/2016,12:00:34,8/5/2016,16:58:58
37.4,80.7,29.89,84,266,3,0.04,38.310413,-89.552177,8/5/2016 12:15:34,8/5/2016 17:13,0,8/5/2016,12:15:34,8/5/2016,17:13:58
38.5,81.5,29.888,82,293,2,0.04,38.310413,-89.552177,8/5/2016 12:30:34,8/5/2016 17:28,0,8/5/2016,12:30:34,8/5/2016,17:28:58
40.9,82.9,29.883,81,141,1,0.04,38.310413,-89.552177,8/5/2016 12:45:34,8/5/2016 17:43,0,8/5/2016,12:45:34,8/5/2016,17:43:58
43.2,84.2,29.887,76,335,1,0.04,38.310413,-89.552177,8/5/2016 13:00:34,8/5/2016 17:58,0,8/5/2016,13:00:34,8/5/2016,17:58:58
45.6,85.1,29.886,73,288,2,0.04,38.310413,-89.552177,8/5/2016 13:15:34,8/5/2016 18:13,0,8/5/2016,13:15:34,8/5/2016,18:13:59
45.9,84.5,29.886,71,23,4,0.04,38.310413,-89.552177,8/5/2016 13:30:34,8/5/2016 18:28,0,8/5/2016,13:30:34,8/5/2016,18:28:58
45.8,84,29.891,73,300,4,0.04,38.310413,-89.552177,8/5/2016 13:45:34,8/5/2016 18:43,0,8/5/2016,13:45:34,8/5/2016,18:43:59
38.1,83.1,29.895,77,293,4,0.04,38.310413,-89.552177,8/5/2016 14:00:34,8/5/2016 18:58,0,8/5/2016,14:00:34,8/5/2016,18:58:58
38.1,82.5,29.889,79,319,3,0.04,38.310413,-89.552177,8/5/2016 14:15:34,8/5/2016 19:13,0,8/5/2016,14:15:34,8/5/2016,19:13:58
41.4,82.5,29.901,76,307,4,0.04,38.310413,-89.552177,8/5/2016 14:30:34,8/5/2016 19:28,0,8/5/2016,14:30:34,8/5/2016,19:28:58
36.7,81.6,29.906,79,286,4,0.04,38.310413,-89.552177,8/5/2016 14:45:34,8/5/2016 19:43,0,8/5/2016,14:45:34,8/5/2016,19:43:58
35.8,80.1,29.894,84,36,3,0.07,38.310413,-89.552177,8/5/2016 15:00:34,8/5/2016 19:58,0,8/5/2016,15:00:34,8/5/2016,19:58:58
36.4,79.7,29.889,85,6,3,0.07,38.310413,-89.552177,8/5/2016 15:15:34,8/5/2016 20:13,0,8/5/2016,15:15:34,8/5/2016,20:13:58
36.2,81,29.876,84,319,2,0.07,38.310413,-89.552177,8/5/2016 15:30:34,8/5/2016 20:28,0,8/5/2016,15:30:34,8/5/2016,20:28:58
39.3,82.4,29.87,84,327,3,0.07,38.310413,-89.552177,8/5/2016 15:45:34,8/5/2016 20:43,0,8/5/2016,15:45:34,8/5/2016,20:43:58
40.9,83.8,29.867,81,27,5,0.07,38.310413,-89.552177,8/5/2016 16:00:34,8/5/2016 20:58,0,8/5/2016,16:00:34,8/5/2016,20:58:58
41.8,84.9,29.853,77,39,5,0.07,38.310413,-89.552177,8/5/2016 16:15:34,8/5/2016 21:13,0,8/5/2016,16:15:34,8/5/2016,21:13:58
40.4,85.4,29.851,72,39,7,0.07,38.310413,-89.552177,8/5/2016 16:30:34,8/5/2016 21:28,0,8/5/2016,16:30:34,8/5/2016,21:28:58
41.4,84.7,29.856,72,51,7,0.07,38.310413,-89.552177,8/5/2016 16:45:34,8/5/2016 21:43,0,8/5/2016,16:45:34,8/5/2016,21:43:58
42.2,85.3,29.86,72,29,5,0.07,38.310413,-89.552177,8/5/2016 17:00:34,8/5/2016 21:58,0,8/5/2016,17:00:34,8/5/2016,21:58:58
41.8,85.2,29.844,72,30,6,0.07,38.310413,-89.552177,8/5/2016 17:15:34,8/5/2016 22:13,0,8/5/2016,17:15:34,8/5/2016,22:13:58
40.5,84.8,29.852,73,34,5,0.07,38.310413,-89.552177,8/5/2016 17:30:34,8/5/2016 22:28,0,8/5/2016,17:30:34,8/5/2016,22:28:58
39.5,84.2,29.859,74,29,5,0.07,38.310413,-89.552177,8/5/2016 17:45:34,8/5/2016 22:43,0,8/5/2016,17:45:34,8/5/2016,22:43:58
38.4,84.3,29.867,75,49,3,0.07,38.310413,-89.552177,8/5/2016 18:00:34,8/5/2016 22:58,0,8/5/2016,18:00:34,8/5/2016,22:58:58
37,84.8,29.868,75,58,1,0.07,38.310413,-89.552177,8/5/2016 18:15:34,8/5/2016 23:13,0,8/5/2016,18:15:34,8/5/2016,23:13:58
37.1,84.6,29.87,76,123,1,0.07,38.310413,-89.552177,8/5/2016 18:30:34,8/5/2016 23:28,0,8/5/2016,18:30:34,8/5/2016,23:28:58
37,84.4,29.869,74,58,2,0.07,38.310413,-89.552177,8/5/2016 18:45:34,8/5/2016 23:43,0,8/5/2016,18:45:34,8/5/2016,23:43:58
36.3,84.9,29.863,75,31,1,0.07,38.310413,-89.552177,8/5/2016 19:00:34,8/5/2016 23:58,0,8/5/2016,19:00:34,8/5/2016,23:58:57
36.1,85.2,29.87,73,8,2,0.07,38.310413,-89.552177,8/5/2016 19:15:34,8/6/2016 0:13,0,8/5/2016,19:15:34,8/6/2016,0:13:57
37,84.2,29.874,75,4,1,0.07,38.310413,-89.552177,8/5/2016 19:30:34,8/6/2016 0:28,0,8/5/2016,19:30:34,8/6/2016,0:28:57
35.9,83.7,29.869,77,37,2,0.07,38.310413,-89.552177,8/5/2016 19:45:34,8/6/2016 0:43,0,8/5/2016,19:45:34,8/6/2016,0:43:57
29.3,82.1,29.871,80,23,2,0.07,38.310413,-89.552177,8/5/2016 20:30:34,8/6/2016 1:28,0,8/5/2016,20:30:34,8/6/2016,1:28:57
21.2,81.1,29.876,82,301,0,0.07,38.310413,-89.552177,8/5/2016 20:45:34,8/6/2016 1:43,0,8/5/2016,20:45:34,8/6/2016,1:43:57
19,80.7,29.875,84,301,0,0.07,38.310413,-89.552177,8/5/2016 21:00:34,8/6/2016 1:58,0,8/5/2016,21:00:34,8/6/2016,1:58:57
19.6,79.9,29.876,85,301,0,0.07,38.310413,-89.552177,8/5/2016 21:15:34,8/6/2016 2:13,0,8/5/2016,21:15:34,8/6/2016,2:13:57
18,79.3,29.885,88,252,0,0.07,38.310413,-89.552177,8/5/2016 21:30:34,8/6/2016 2:28,0,8/5/2016,21:30:34,8/6/2016,2:28:57
15.9,78.7,29.892,89,224,0,0.07,38.310413,-89.552177,8/5/2016 21:45:34,8/6/2016 2:43,0,8/5/2016,21:45:34,8/6/2016,2:43:57
15.8,78.3,29.896,89,224,0,0.07,38.310413,-89.552177,8/5/2016 22:00:34,8/6/2016 2:58,0,8/5/2016,22:00:34,8/6/2016,2:58:57
14.6,78.1,29.898,89,224,0,0.07,38.310413,-89.552177,8/5/2016 22:15:34,8/6/2016 3:13,0,8/5/2016,22:15:34,8/6/2016,3:13:57
17.2,78.5,29.895,90,357,0,0.07,38.310413,-89.552177,8/5/2016 22:30:34,8/6/2016 3:28,0,8/5/2016,22:30:34,8/6/2016,3:28:57
15.1,78.8,29.894,89,321,0,0.07,38.310413,-89.552177,8/5/2016 22:45:34,8/6/2016 3:43,0,8/5/2016,22:45:34,8/6/2016,3:43:57
16.6,78.9,29.894,88,314,0,0.07,38.310413,-89.552177,8/5/2016 23:00:34,8/6/2016 3:58,0,8/5/2016,23:00:34,8/6/2016,3:58:57
16.8,79,29.9,88,316,0,0.07,38.310413,-89.552177,8/5/2016 23:15:34,8/6/2016 4:13,0,8/5/2016,23:15:34,8/6/2016,4:13:57
18.2,79.2,29.898,87,317,2,0.07,38.310413,-89.552177,8/5/2016 23:30:34,8/6/2016 4:28,0,8/5/2016,23:30:34,8/6/2016,4:28:57
16.9,79.1,29.904,88,298,1,0.07,38.310413,-89.552177,8/5/2016 23:45:34,8/6/2016 4:43,0,8/5/2016,23:45:34,8/6/2016,4:43:57
13.3,78.8,29.912,89,298,2,0.07,38.310413,-89.552177,8/6/2016 0:00:34,8/6/2016 4:58,0,8/6/2016,0:00:34,8/6/2016,4:58:57
13.5,78.7,29.915,89,308,2,0,38.310413,-89.552177,8/6/2016 0:15:34,8/6/2016 5:13,0,8/6/2016,0:15:34,8/6/2016,5:13:57
12.9,78.6,29.913,89,334,2,0,38.310413,-89.552177,8/6/2016 0:30:34,8/6/2016 5:28,0,8/6/2016,0:30:34,8/6/2016,5:28:57
13.6,78.6,29.91,89,308,1,0,38.310413,-89.552177,8/6/2016 0:45:34,8/6/2016 5:43,0,8/6/2016,0:45:34,8/6/2016,5:43:57
14.8,78.5,29.913,89,32,0,0,38.310413,-89.552177,8/6/2016 1:00:34,8/6/2016 5:58,0,8/6/2016,1:00:34,8/6/2016,5:58:57
17.3,78.4,29.916,88,47,2,0,38.310413,-89.552177,8/6/2016 1:15:34,8/6/2016 6:13,0,8/6/2016,1:15:34,8/6/2016,6:13:56
20.6,78.2,29.915,86,44,3,0,38.310413,-89.552177,8/6/2016 1:30:34,8/6/2016 6:28,0,8/6/2016,1:30:34,8/6/2016,6:28:56
21.6,78.1,29.911,85,45,2,0,38.310413,-89.552177,8/6/2016 1:45:34,8/6/2016 6:43,0,8/6/2016,1:45:34,8/6/2016,6:43:56
24.9,77.9,29.909,83,30,3,0,38.310413,-89.552177,8/6/2016 2:00:34,8/6/2016 6:58,0,8/6/2016,2:00:34,8/6/2016,6:58:56
