Ozone,Temp,Press,RH,WindDir,WindSpeed,Rainfall,Latitude,Longitude,InstrumentDT,ServerDT,GMTOffset,InstrumentD,InstrumentT,ServerD,ServerT
18.2,74.3,29.928,96,180,0,0,38.632801,-90.269699,8/15/2016 12:57:52,8/15/2016 18:02,-6,8/15/2016,12:57:52,8/15/2016,18:02:48
17.2,74.5,29.923,95,29,0,0,38.632801,-90.269699,8/15/2016 13:12:52,8/15/2016 18:17,-6,8/15/2016,13:12:52,8/15/2016,18:17:48
19.8,75.2,29.926,94,20,0,0,38.632801,-90.269699,8/15/2016 13:27:52,8/15/2016 18:32,-6,8/15/2016,13:27:52,8/15/2016,18:32:48
19.2,76.5,29.922,90,1,0,0,38.632801,-90.269699,8/15/2016 13:42:52,8/15/2016 18:47,-6,8/15/2016,13:42:52,8/15/2016,18:47:48
19.1,77.5,29.924,86,183,0,0.01,38.632801,-90.269699,8/15/2016 13:57:52,8/15/2016 19:02,-6,8/15/2016,13:57:52,8/15/2016,19:02:48
17.3,78,29.93,85,175,0,0.01,38.632801,-90.269699,8/15/2016 14:12:52,8/15/2016 19:17,-6,8/15/2016,14:12:52,8/15/2016,19:17:48
17.8,78.5,29.929,83,338,0,0.01,38.632801,-90.269699,8/15/2016 14:27:52,8/15/2016 19:32,-6,8/15/2016,14:27:52,8/15/2016,19:32:48
17.8,78.7,29.925,82,359,1,0.01,38.632801,-90.269699,8/15/2016 14:42:52,8/15/2016 19:47,-6,8/15/2016,14:42:52,8/15/2016,19:47:48
18.2,78.7,29.922,81,359,0,0.01,38.632801,-90.269699,8/15/2016 14:57:52,8/15/2016 20:02,-6,8/15/2016,14:57:52,8/15/2016,20:02:48
17.8,78.7,29.922,82,179,0,0.01,38.632801,-90.269699,8/15/2016 15:12:52,8/15/2016 20:17,-6,8/15/2016,15:12:52,8/15/2016,20:17:48
21.3,78.6,29.928,80,12,0,0.01,38.632801,-90.269699,8/15/2016 15:27:52,8/15/2016 20:32,-6,8/15/2016,15:27:52,8/15/2016,20:32:48
21.3,78.4,29.929,81,185,1,0.01,38.632801,-90.269699,8/15/2016 15:42:52,8/15/2016 20:47,-6,8/15/2016,15:42:52,8/15/2016,20:47:48
21.1,78.1,29.928,80,27,0,0.01,38.632801,-90.269699,8/15/2016 15:57:52,8/15/2016 21:02,-6,8/15/2016,15:57:52,8/15/2016,21:02:48
22,78.1,29.931,80,61,0,0.01,38.632801,-90.269699,8/15/2016 16:12:52,8/15/2016 21:17,-6,8/15/2016,16:12:52,8/15/2016,21:17:48
20.8,77.9,29.94,80,147,0,0.01,38.632801,-90.269699,8/15/2016 16:27:52,8/15/2016 21:32,-6,8/15/2016,16:27:52,8/15/2016,21:32:48
19.4,77.5,29.938,81,5,0,0.01,38.632801,-90.269699,8/15/2016 16:42:52,8/15/2016 21:47,-6,8/15/2016,16:42:52,8/15/2016,21:47:48
19,77.3,29.94,82,171,0,0.01,38.632801,-90.269699,8/15/2016 16:57:52,8/15/2016 22:02,-6,8/15/2016,16:57:52,8/15/2016,22:02:48
18.5,77,29.937,82,214,0,0.01,38.632801,-90.269699,8/15/2016 17:12:52,8/15/2016 22:17,-6,8/15/2016,17:12:52,8/15/2016,22:17:48
18.7,76.8,29.939,83,81,0,0.01,38.632801,-90.269699,8/15/2016 17:27:52,8/15/2016 22:32,-6,8/15/2016,17:27:52,8/15/2016,22:32:48
18.4,76.6,29.937,83,99,0,0.01,38.632801,-90.269699,8/15/2016 17:42:52,8/15/2016 22:47,-6,8/15/2016,17:42:52,8/15/2016,22:47:48
17.7,76.4,29.942,83,6,0,0.01,38.632801,-90.269699,8/15/2016 17:57:52,8/15/2016 23:02,-6,8/15/2016,17:57:52,8/15/2016,23:02:48
16.2,76.1,29.946,84,181,0,0.01,38.632801,-90.269699,8/15/2016 18:12:51,8/15/2016 23:17,-6,8/15/2016,18:12:51,8/15/2016,23:17:48
17.8,75.7,29.95,86,1,0,0.01,38.632801,-90.269699,8/15/2016 18:27:51,8/15/2016 23:32,-6,8/15/2016,18:27:51,8/15/2016,23:32:48
17.4,74.9,29.953,88,345,0,0.01,38.632801,-90.269699,8/15/2016 18:42:51,8/15/2016 23:47,-6,8/15/2016,18:42:51,8/15/2016,23:47:47
16.4,74.3,29.959,90,359,0,0.01,38.632801,-90.269699,8/15/2016 18:57:51,8/16/2016 0:02,-6,8/15/2016,18:57:51,8/16/2016,0:02:47
16.9,73.9,29.963,91,7,0,0.01,38.632801,-90.269699,8/15/2016 19:12:51,8/16/2016 0:17,-6,8/15/2016,19:12:51,8/16/2016,0:17:47
15.9,73.6,29.964,91,176,0,0.01,38.632801,-90.269699,8/15/2016 19:27:51,8/16/2016 0:32,-6,8/15/2016,19:27:51,8/16/2016,0:32:47
15.1,73.4,29.966,92,342,0,0.01,38.632801,-90.269699,8/15/2016 19:42:51,8/16/2016 0:47,-6,8/15/2016,19:42:51,8/16/2016,0:47:47
15.3,73.2,29.972,92,112,0,0.01,38.632801,-90.269699,8/15/2016 19:57:51,8/16/2016 1:02,-6,8/15/2016,19:57:51,8/16/2016,1:02:47
13.3,73.1,29.977,93,167,0,0.01,38.632801,-90.269699,8/15/2016 20:12:51,8/16/2016 1:17,-6,8/15/2016,20:12:51,8/16/2016,1:17:47
14.7,73,29.983,94,151,0,0.01,38.632801,-90.269699,8/15/2016 20:27:51,8/16/2016 1:32,-6,8/15/2016,20:27:51,8/16/2016,1:32:47
15.3,72.8,29.985,94,151,0,0.01,38.632801,-90.269699,8/15/2016 20:42:51,8/16/2016 1:47,-6,8/15/2016,20:42:51,8/16/2016,1:47:47
17.1,72.7,29.991,94,151,0,0.01,38.632801,-90.269699,8/15/2016 20:57:51,8/16/2016 2:02,-6,8/15/2016,20:57:51,8/16/2016,2:02:47
17.1,72.6,29.998,94,166,0,0.01,38.632801,-90.269699,8/15/2016 21:12:51,8/16/2016 2:17,-6,8/15/2016,21:12:51,8/16/2016,2:17:47
12.2,72.6,30.002,95,166,0,0.01,38.632801,-90.269699,8/15/2016 21:27:51,8/16/2016 2:32,-6,8/15/2016,21:27:51,8/16/2016,2:32:47
12.2,72.6,30.009,95,166,0,0.01,38.632801,-90.269699,8/15/2016 21:42:51,8/16/2016 2:47,-6,8/15/2016,21:42:51,8/16/2016,2:47:47
10.1,72.6,30.009,95,166,0,0.01,38.632801,-90.269699,8/15/2016 21:57:51,8/16/2016 3:02,-6,8/15/2016,21:57:51,8/16/2016,3:02:47
10.6,72.6,30.007,95,166,0,0.01,38.632801,-90.269699,8/15/2016 22:12:51,8/16/2016 3:17,-6,8/15/2016,22:12:51,8/16/2016,3:17:47
9.8,72.4,30.009,95,166,0,0.01,38.632801,-90.269699,8/15/2016 22:27:51,8/16/2016 3:32,-6,8/15/2016,22:27:51,8/16/2016,3:32:47
8.5,72.4,30.013,95,166,0,0.01,38.632801,-90.269699,8/15/2016 22:42:51,8/16/2016 3:47,-6,8/15/2016,22:42:51,8/16/2016,3:47:47
11.5,72.4,30.012,95,166,0,0.01,38.632801,-90.269699,8/15/2016 22:57:51,8/16/2016 4:02,-6,8/15/2016,22:57:51,8/16/2016,4:02:47
11,72.4,30.012,96,166,0,0.01,38.632801,-90.269699,8/15/2016 23:12:51,8/16/2016 4:17,-6,8/15/2016,23:12:51,8/16/2016,4:17:47
11.7,72.3,30.014,96,166,0,0.01,38.632801,-90.269699,8/15/2016 23:27:51,8/16/2016 4:32,-6,8/15/2016,23:27:51,8/16/2016,4:32:47
12.3,72.2,30.011,95,166,0,0.01,38.632801,-90.269699,8/15/2016 23:42:51,8/16/2016 4:47,-6,8/15/2016,23:42:51,8/16/2016,4:47:47
12.5,72.2,30.015,96,166,0,0.01,38.632801,-90.269699,8/15/2016 23:57:51,8/16/2016 5:02,-6,8/15/2016,23:57:51,8/16/2016,5:02:47
11.5,72.1,30.017,96,166,0,0,38.632801,-90.269699,8/16/2016 0:12:51,8/16/2016 5:17,-6,8/16/2016,0:12:51,8/16/2016,5:17:46
10.9,72.1,30.024,96,166,0,0,38.632801,-90.269699,8/16/2016 0:27:51,8/16/2016 5:32,-6,8/16/2016,0:27:51,8/16/2016,5:32:47
9.6,72.1,30.015,96,166,0,0,38.632801,-90.269699,8/16/2016 0:42:51,8/16/2016 5:47,-6,8/16/2016,0:42:51,8/16/2016,5:47:46
10.1,72,30.008,96,166,0,0,38.632801,-90.269699,8/16/2016 0:57:51,8/16/2016 6:02,-6,8/16/2016,0:57:51,8/16/2016,6:02:46
10.2,72,30.008,96,166,0,0,38.632801,-90.269699,8/16/2016 1:12:51,8/16/2016 6:17,-6,8/16/2016,1:12:51,8/16/2016,6:17:46
11.8,71.9,30.007,96,166,0,0,38.632801,-90.269699,8/16/2016 1:27:51,8/16/2016 6:32,-6,8/16/2016,1:27:51,8/16/2016,6:32:46
9.3,71.9,30.008,96,166,0,0,38.632801,-90.269699,8/16/2016 1:42:51,8/16/2016 6:47,-6,8/16/2016,1:42:51,8/16/2016,6:47:46
10.5,71.9,30.009,96,166,0,0,38.632801,-90.269699,8/16/2016 1:57:51,8/16/2016 7:02,-6,8/16/2016,1:57:51,8/16/2016,7:02:46
8.9,71.8,30.016,96,166,0,0,38.632801,-90.269699,8/16/2016 2:12:51,8/16/2016 7:17,-6,8/16/2016,2:12:51,8/16/2016,7:17:46
10.6,71.7,30.009,96,134,0,0,38.632801,-90.269699,8/16/2016 2:27:51,8/16/2016 7:32,-6,8/16/2016,2:27:51,8/16/2016,7:32:46
12.2,71.7,30.012,96,92,0,0,38.632801,-90.269699,8/16/2016 2:42:51,8/16/2016 7:47,-6,8/16/2016,2:42:51,8/16/2016,7:47:46
8.3,71.7,30.017,96,92,0,0,38.632801,-90.269699,8/16/2016 2:57:51,8/16/2016 8:02,-6,8/16/2016,2:57:51,8/16/2016,8:02:46
10.1,71.7,30.016,96,92,0,0,38.632801,-90.269699,8/16/2016 3:12:51,8/16/2016 8:17,-6,8/16/2016,3:12:51,8/16/2016,8:17:46
11.3,71.7,30.023,96,92,0,0,38.632801,-90.269699,8/16/2016 3:27:51,8/16/2016 8:32,-6,8/16/2016,3:27:51,8/16/2016,8:32:46
13,71.5,30.021,96,160,0,0,38.632801,-90.269699,8/16/2016 3:42:51,8/16/2016 8:47,-6,8/16/2016,3:42:51,8/16/2016,8:47:46
13.2,71.6,30.026,96,155,0,0,38.632801,-90.269699,8/16/2016 3:57:51,8/16/2016 9:02,-6,8/16/2016,3:57:51,8/16/2016,9:02:46
12.1,71.6,30.027,96,157,0,0,38.632801,-90.269699,8/16/2016 4:12:51,8/16/2016 9:17,-6,8/16/2016,4:12:51,8/16/2016,9:17:46
12.3,71.7,30.026,96,157,0,0,38.632801,-90.269699,8/16/2016 4:27:51,8/16/2016 9:32,-6,8/16/2016,4:27:51,8/16/2016,9:32:46
11.1,71.6,30.029,96,157,0,0,38.632801,-90.269699,8/16/2016 4:42:51,8/16/2016 9:47,-6,8/16/2016,4:42:51,8/16/2016,9:47:46
10.6,71.7,30.028,96,157,0,0,38.632801,-90.269699,8/16/2016 4:57:51,8/16/2016 10:02,-6,8/16/2016,4:57:51,8/16/2016,10:02:46
9.4,71.7,30.025,96,157,0,0.01,38.632801,-90.269699,8/16/2016 5:12:51,8/16/2016 10:17,-6,8/16/2016,5:12:51,8/16/2016,10:17:46
8,71.6,30.034,96,157,0,0.01,38.632801,-90.269699,8/16/2016 5:27:51,8/16/2016 10:32,-6,8/16/2016,5:27:51,8/16/2016,10:32:46
5.2,71.6,30.04,96,157,0,0.01,38.632801,-90.269699,8/16/2016 5:42:51,8/16/2016 10:47,-6,8/16/2016,5:42:51,8/16/2016,10:47:46
7.8,71.6,30.042,96,91,0,0.01,38.632801,-90.269699,8/16/2016 5:57:51,8/16/2016 11:02,-6,8/16/2016,5:57:51,8/16/2016,11:02:46
8.7,71.6,30.045,96,153,0,0.01,38.632801,-90.269699,8/16/2016 6:12:51,8/16/2016 11:17,-6,8/16/2016,6:12:51,8/16/2016,11:17:45
8.6,71.6,30.046,96,176,0,0.01,38.632801,-90.269699,8/16/2016 6:27:51,8/16/2016 11:32,-6,8/16/2016,6:27:51,8/16/2016,11:32:45
10.5,71.6,30.046,96,65,0,0.01,38.632801,-90.269699,8/16/2016 6:42:51,8/16/2016 11:47,-6,8/16/2016,6:42:51,8/16/2016,11:47:45
9.9,71.7,30.051,96,176,0,0.01,38.632801,-90.269699,8/16/2016 6:57:51,8/16/2016 12:02,-6,8/16/2016,6:57:51,8/16/2016,12:02:45
10.1,71.7,30.054,96,176,0,0.01,38.632801,-90.269699,8/16/2016 7:12:51,8/16/2016 12:17,-6,8/16/2016,7:12:51,8/16/2016,12:17:45
10.7,71.8,30.061,96,172,0,0.01,38.632801,-90.269699,8/16/2016 7:42:51,8/16/2016 12:47,-6,8/16/2016,7:42:51,8/16/2016,12:47:45
11.7,72,30.065,96,9,0,0.01,38.632801,-90.269699,8/16/2016 7:57:51,8/16/2016 13:02,-6,8/16/2016,7:57:51,8/16/2016,13:02:45
13.6,72.1,30.073,95,194,0,0.01,38.632801,-90.269699,8/16/2016 8:12:51,8/16/2016 13:17,-6,8/16/2016,8:12:51,8/16/2016,13:17:45
12.9,72.4,30.08,95,193,0,0.01,38.632801,-90.269699,8/16/2016 8:27:51,8/16/2016 13:32,-6,8/16/2016,8:27:51,8/16/2016,13:32:45
10.8,72.6,30.079,95,193,0,0.01,38.632801,-90.269699,8/16/2016 8:42:51,8/16/2016 13:47,-6,8/16/2016,8:42:51,8/16/2016,13:47:45
11.8,72.7,30.083,95,195,0,0.01,38.632801,-90.269699,8/16/2016 8:57:51,8/16/2016 14:02,-6,8/16/2016,8:57:51,8/16/2016,14:02:45
12.4,72.8,30.084,94,336,0,0.01,38.632801,-90.269699,8/16/2016 9:12:51,8/16/2016 14:17,-6,8/16/2016,9:12:51,8/16/2016,14:17:45
7.7,72.9,30.085,94,342,0,0.01,38.632801,-90.269699,8/16/2016 9:27:51,8/16/2016 14:32,-6,8/16/2016,9:27:51,8/16/2016,14:32:45
10.4,73.1,30.089,94,191,0,0.01,38.632801,-90.269699,8/16/2016 9:42:51,8/16/2016 14:47,-6,8/16/2016,9:42:51,8/16/2016,14:47:45
13.7,73.3,30.093,93,188,0,0.01,38.632801,-90.269699,8/16/2016 9:57:51,8/16/2016 15:02,-6,8/16/2016,9:57:51,8/16/2016,15:02:45
10.3,73.6,30.097,92,167,0,0.01,38.632801,-90.269699,8/16/2016 10:12:51,8/16/2016 15:17,-6,8/16/2016,10:12:51,8/16/2016,15:17:45
10.8,74,30.104,92,169,0,0.01,38.632801,-90.269699,8/16/2016 10:27:51,8/16/2016 15:32,-6,8/16/2016,10:27:51,8/16/2016,15:32:45
13.1,74.5,30.106,92,169,0,0.01,38.632801,-90.269699,8/16/2016 10:42:51,8/16/2016 15:47,-6,8/16/2016,10:42:51,8/16/2016,15:47:45
15.1,75.1,30.105,90,174,0,0.01,38.632801,-90.269699,8/16/2016 10:57:51,8/16/2016 16:02,-6,8/16/2016,10:57:51,8/16/2016,16:02:45
15.8,75.8,30.112,90,172,0,0.01,38.632801,-90.269699,8/16/2016 11:12:51,8/16/2016 16:17,-6,8/16/2016,11:12:51,8/16/2016,16:17:45
12.9,76.5,30.113,88,174,0,0.01,38.632801,-90.269699,8/16/2016 11:27:51,8/16/2016 16:32,-6,8/16/2016,11:27:51,8/16/2016,16:32:45
16.2,76.9,30.11,85,174,0,0.01,38.632801,-90.269699,8/16/2016 11:42:51,8/16/2016 16:47,-6,8/16/2016,11:42:51,8/16/2016,16:47:45
18.2,77.4,30.112,84,174,0,0.01,38.632801,-90.269699,8/16/2016 11:57:51,8/16/2016 17:02,-6,8/16/2016,11:57:51,8/16/2016,17:02:45
21.9,78,30.107,82,174,0,0.01,38.632801,-90.269699,8/16/2016 12:12:51,8/16/2016 17:17,-6,8/16/2016,12:12:51,8/16/2016,17:17:46
22.9,79,30.098,81,178,0,0.01,38.632801,-90.269699,8/16/2016 12:27:51,8/16/2016 17:32,-6,8/16/2016,12:27:51,8/16/2016,17:32:45
22.2,79.9,30.098,79,178,0,0.01,38.632801,-90.269699,8/16/2016 12:42:51,8/16/2016 17:47,-6,8/16/2016,12:42:51,8/16/2016,17:47:44
21.3,80.6,30.093,77,178,0,0.01,38.632801,-90.269699,8/16/2016 12:57:51,8/16/2016 18:02,-6,8/16/2016,12:57:51,8/16/2016,18:02:44
28.1,81.3,30.088,75,178,0,0.01,38.632801,-90.269699,8/16/2016 13:12:51,8/16/2016 18:17,-6,8/16/2016,13:12:51,8/16/2016,18:17:44
26.1,82,30.084,73,178,0,0.01,38.632801,-90.269699,8/16/2016 13:27:51,8/16/2016 18:32,-6,8/16/2016,13:27:51,8/16/2016,18:32:44
27.1,82.3,30.086,71,178,0,0.01,38.632801,-90.269699,8/16/2016 13:42:51,8/16/2016 18:47,-6,8/16/2016,13:42:51,8/16/2016,18:47:44
27.1,82.1,30.085,72,178,0,0.01,38.632801,-90.269699,8/16/2016 13:57:51,8/16/2016 19:02,-6,8/16/2016,13:57:51,8/16/2016,19:02:44
26.9,81.8,30.08,72,178,0,0.01,38.632801,-90.269699,8/16/2016 14:12:51,8/16/2016 19:17,-6,8/16/2016,14:12:51,8/16/2016,19:17:44
29,82,30.079,72,178,0,0.01,38.632801,-90.269699,8/16/2016 14:27:51,8/16/2016 19:32,-6,8/16/2016,14:27:51,8/16/2016,19:32:44
30.1,83,30.073,71,178,0,0.01,38.632801,-90.269699,8/16/2016 14:42:51,8/16/2016 19:47,-6,8/16/2016,14:42:51,8/16/2016,19:47:44
27,83.9,30.069,70,344,0,0.01,38.632801,-90.269699,8/16/2016 14:57:51,8/16/2016 20:02,-6,8/16/2016,14:57:51,8/16/2016,20:02:44
33.4,84.9,30.065,68,344,0,0.01,38.632801,-90.269699,8/16/2016 15:12:51,8/16/2016 20:17,-6,8/16/2016,15:12:51,8/16/2016,20:17:44
25.6,85.6,30.062,67,344,0,0.01,38.632801,-90.269699,8/16/2016 15:27:51,8/16/2016 20:32,-6,8/16/2016,15:27:51,8/16/2016,20:32:44
29.9,85.5,30.063,66,344,0,0.01,38.632801,-90.269699,8/16/2016 15:42:51,8/16/2016 20:47,-6,8/16/2016,15:42:51,8/16/2016,20:47:44
30,85.3,30.058,66,344,0,0.01,38.632801,-90.269699,8/16/2016 15:57:51,8/16/2016 21:02,-6,8/16/2016,15:57:51,8/16/2016,21:02:44
32.2,85.3,30.052,65,344,0,0.01,38.632801,-90.269699,8/16/2016 16:12:51,8/16/2016 21:17,-6,8/16/2016,16:12:51,8/16/2016,21:17:44
41.3,86.8,30.056,64,344,0,0.01,38.632801,-90.269699,8/16/2016 16:27:51,8/16/2016 21:32,-6,8/16/2016,16:27:51,8/16/2016,21:32:44
42.1,89.9,30.053,58,344,0,0.01,38.632801,-90.269699,8/16/2016 16:42:51,8/16/2016 21:47,-6,8/16/2016,16:42:51,8/16/2016,21:47:44
44.7,92.2,30.05,53,344,0,0.01,38.632801,-90.269699,8/16/2016 16:57:51,8/16/2016 22:02,-6,8/16/2016,16:57:51,8/16/2016,22:02:44
42.2,91.5,30.048,51,168,0,0.01,38.632801,-90.269699,8/16/2016 17:12:51,8/16/2016 22:17,-6,8/16/2016,17:12:51,8/16/2016,22:17:44
41.4,91,30.044,53,168,0,0.01,38.632801,-90.269699,8/16/2016 17:27:51,8/16/2016 22:32,-6,8/16/2016,17:27:51,8/16/2016,22:32:44
45.3,90.7,30.045,54,168,0,0.01,38.632801,-90.269699,8/16/2016 17:42:51,8/16/2016 22:47,-6,8/16/2016,17:42:51,8/16/2016,22:47:44
43.9,89.4,30.047,57,168,0,0.01,38.632801,-90.269699,8/16/2016 17:57:51,8/16/2016 23:02,-6,8/16/2016,17:57:51,8/16/2016,23:02:44
38.3,87.5,30.049,61,168,0,0.01,38.632801,-90.269699,8/16/2016 18:12:51,8/16/2016 23:17,-6,8/16/2016,18:12:51,8/16/2016,23:17:44
37.3,86,30.05,64,168,0,0.01,38.632801,-90.269699,8/16/2016 18:27:51,8/16/2016 23:32,-6,8/16/2016,18:27:51,8/16/2016,23:32:44
36.4,84.6,30.046,67,168,0,0.01,38.632801,-90.269699,8/16/2016 18:42:51,8/16/2016 23:47,-6,8/16/2016,18:42:51,8/16/2016,23:47:44
33.3,84.2,30.048,69,168,0,0.01,38.632801,-90.269699,8/16/2016 18:57:51,8/17/2016 0:02,-6,8/16/2016,18:57:51,8/17/2016,0:02:44
32,83.8,30.049,70,168,0,0.01,38.632801,-90.269699,8/16/2016 19:12:51,8/17/2016 0:17,-6,8/16/2016,19:12:51,8/17/2016,0:17:44
32.3,82.9,30.054,70,168,0,0.01,38.632801,-90.269699,8/16/2016 19:27:51,8/17/2016 0:32,-6,8/16/2016,19:27:51,8/17/2016,0:32:43
32.3,82,30.062,73,168,0,0.01,38.632801,-90.269699,8/16/2016 19:42:51,8/17/2016 0:47,-6,8/16/2016,19:42:51,8/17/2016,0:47:44
29.2,80.9,30.067,75,168,0,0.01,38.632801,-90.269699,8/16/2016 19:57:51,8/17/2016 1:02,-6,8/16/2016,19:57:51,8/17/2016,1:02:43
29.5,79.9,30.071,78,168,0,0.01,38.632801,-90.269699,8/16/2016 20:12:51,8/17/2016 1:17,-6,8/16/2016,20:12:51,8/17/2016,1:17:43
28.3,79.1,30.07,79,168,0,0.01,38.632801,-90.269699,8/16/2016 20:27:51,8/17/2016 1:32,-6,8/16/2016,20:27:51,8/17/2016,1:32:43
27.1,78.5,30.07,80,168,0,0.01,38.632801,-90.269699,8/16/2016 20:42:51,8/17/2016 1:47,-6,8/16/2016,20:42:51,8/17/2016,1:47:43
26,78,30.08,81,167,0,0.01,38.632801,-90.269699,8/16/2016 20:57:51,8/17/2016 2:02,-6,8/16/2016,20:57:51,8/17/2016,2:02:43
26.3,77.6,30.084,82,167,0,0.01,38.632801,-90.269699,8/16/2016 21:12:51,8/17/2016 2:17,-6,8/16/2016,21:12:51,8/17/2016,2:17:43
22.2,77.3,30.09,83,167,0,0.01,38.632801,-90.269699,8/16/2016 21:27:51,8/17/2016 2:32,-6,8/16/2016,21:27:51,8/17/2016,2:32:43
18.2,77,30.093,84,167,0,0.01,38.632801,-90.269699,8/16/2016 21:42:51,8/17/2016 2:47,-6,8/16/2016,21:42:51,8/17/2016,2:47:43
15.9,76.7,30.093,85,167,0,0.01,38.632801,-90.269699,8/16/2016 21:57:51,8/17/2016 3:02,-6,8/16/2016,21:57:51,8/17/2016,3:02:43
15.2,76.4,30.094,85,167,0,0.01,38.632801,-90.269699,8/16/2016 22:12:51,8/17/2016 3:17,-6,8/16/2016,22:12:51,8/17/2016,3:17:43
14.3,76.1,30.095,86,167,0,0.02,38.632801,-90.269699,8/16/2016 22:27:51,8/17/2016 3:32,-6,8/16/2016,22:27:51,8/17/2016,3:32:43
14.3,75.8,30.096,87,167,0,0.02,38.632801,-90.269699,8/16/2016 22:42:51,8/17/2016 3:47,-6,8/16/2016,22:42:51,8/17/2016,3:47:43
12.7,75.6,30.1,87,167,0,0.02,38.632801,-90.269699,8/16/2016 22:57:51,8/17/2016 4:02,-6,8/16/2016,22:57:51,8/17/2016,4:02:43
12.2,75.4,30.106,87,167,0,0.02,38.632801,-90.269699,8/16/2016 23:12:51,8/17/2016 4:17,-6,8/16/2016,23:12:51,8/17/2016,4:17:43
10.2,75.2,30.11,88,167,0,0.02,38.632801,-90.269699,8/16/2016 23:27:51,8/17/2016 4:32,-6,8/16/2016,23:27:51,8/17/2016,4:32:43
7.9,75,30.11,88,167,0,0.02,38.632801,-90.269699,8/16/2016 23:42:51,8/17/2016 4:47,-6,8/16/2016,23:42:51,8/17/2016,4:47:43
9.5,74.9,30.112,89,167,0,0.02,38.632801,-90.269699,8/16/2016 23:57:51,8/17/2016 5:02,-6,8/16/2016,23:57:51,8/17/2016,5:02:43
8.6,74.8,30.112,89,167,0,0,38.632801,-90.269699,8/17/2016 0:12:51,8/17/2016 5:17,-6,8/17/2016,0:12:51,8/17/2016,5:17:43
8.9,74.7,30.112,89,167,0,0,38.632801,-90.269699,8/17/2016 0:27:51,8/17/2016 5:32,-6,8/17/2016,0:27:51,8/17/2016,5:32:43
8.6,74.6,30.113,89,167,0,0,38.632801,-90.269699,8/17/2016 0:42:51,8/17/2016 5:47,-6,8/17/2016,0:42:51,8/17/2016,5:47:43
10,74.5,30.104,89,167,0,0,38.632801,-90.269699,8/17/2016 0:57:51,8/17/2016 6:02,-6,8/17/2016,0:57:51,8/17/2016,6:02:43
7.5,74.4,30.106,89,167,0,0,38.632801,-90.269699,8/17/2016 1:12:51,8/17/2016 6:17,-6,8/17/2016,1:12:51,8/17/2016,6:17:43
9.8,74.3,30.105,90,167,0,0,38.632801,-90.269699,8/17/2016 1:27:51,8/17/2016 6:32,-6,8/17/2016,1:27:51,8/17/2016,6:32:42
11.1,74.2,30.101,89,167,0,0,38.632801,-90.269699,8/17/2016 1:42:51,8/17/2016 6:47,-6,8/17/2016,1:42:51,8/17/2016,6:47:42
10.9,74,30.097,89,167,0,0,38.632801,-90.269699,8/17/2016 1:57:51,8/17/2016 7:02,-6,8/17/2016,1:57:51,8/17/2016,7:02:43
10.8,73.9,30.091,90,167,0,0,38.632801,-90.269699,8/17/2016 2:12:51,8/17/2016 7:17,-6,8/17/2016,2:12:51,8/17/2016,7:17:42
10.4,73.7,30.085,90,167,0,0,38.632801,-90.269699,8/17/2016 2:27:51,8/17/2016 7:32,-6,8/17/2016,2:27:51,8/17/2016,7:32:42
10.6,73.6,30.078,90,167,0,0,38.632801,-90.269699,8/17/2016 2:42:51,8/17/2016 7:47,-6,8/17/2016,2:42:51,8/17/2016,7:47:42
10.4,73.4,30.074,90,167,0,0,38.632801,-90.269699,8/17/2016 2:57:51,8/17/2016 8:02,-6,8/17/2016,2:57:51,8/17/2016,8:02:42
10.2,73.2,30.071,90,167,0,0,38.632801,-90.269699,8/17/2016 3:12:51,8/17/2016 8:17,-6,8/17/2016,3:12:51,8/17/2016,8:17:42
11.1,73.1,30.073,90,167,0,0,38.632801,-90.269699,8/17/2016 3:27:51,8/17/2016 8:32,-6,8/17/2016,3:27:51,8/17/2016,8:32:42
10.4,73,30.076,90,167,0,0,38.632801,-90.269699,8/17/2016 3:42:51,8/17/2016 8:47,-6,8/17/2016,3:42:51,8/17/2016,8:47:42
10.1,72.8,30.077,90,167,0,0,38.632801,-90.269699,8/17/2016 3:57:51,8/17/2016 9:02,-6,8/17/2016,3:57:51,8/17/2016,9:02:42
8.9,72.6,30.078,90,167,0,0,38.632801,-90.269699,8/17/2016 4:12:51,8/17/2016 9:17,-6,8/17/2016,4:12:51,8/17/2016,9:17:42
6.1,72.5,30.072,90,167,0,0,38.632801,-90.269699,8/17/2016 4:27:51,8/17/2016 9:32,-6,8/17/2016,4:27:51,8/17/2016,9:32:42
5.3,72.4,30.077,90,167,0,0,38.632801,-90.269699,8/17/2016 4:42:51,8/17/2016 9:47,-6,8/17/2016,4:42:51,8/17/2016,9:47:42
5.4,72.2,30.074,91,167,0,0,38.632801,-90.269699,8/17/2016 4:57:51,8/17/2016 10:02,-6,8/17/2016,4:57:51,8/17/2016,10:02:42
7.4,72.1,30.076,91,167,0,0,38.632801,-90.269699,8/17/2016 5:12:51,8/17/2016 10:17,-6,8/17/2016,5:12:51,8/17/2016,10:17:42
8,71.8,30.087,91,167,0,0,38.632801,-90.269699,8/17/2016 5:42:51,8/17/2016 10:47,-6,8/17/2016,5:42:51,8/17/2016,10:47:42
7,71.7,30.09,91,167,0,0,38.632801,-90.269699,8/17/2016 5:57:51,8/17/2016 11:02,-6,8/17/2016,5:57:51,8/17/2016,11:02:42
