Wavelength,SLSC SBS1,SLSC SBS2,SLSC SBS3,SLSC SBS4,SLSC SBS5,SLSC SBS6.1,SLSC SBS6.2,SLSC SBS7,SLSC SBS8,SLSC SBT1,SLSC SBT2,SLSC SBT3,SLSC SBT4,SLSC SBT5,SLSC SBT6,SLSC SBT7,SLSC SBT8,SWIC SBS1,SWIC SBS2,SWIC SBS3,SWIC SBS4,SWIC SBS5,SWIC SBT1,SWIC SBT2,SWIC SBT3,SWIC SBT4,SWIC SBT5,SWIC SBT6,,,,,
1031,56.026,46.533,45.742,47.836,55.654,50.768,49.325,49.465,49.744,47.485,56.826,52.253,74.461,68.387,73.677,51,52.815,49.585,47.543,51.819,49.075,52.202,51.563,47.033,50.606,48.947,53.223,49.713,,,,,
1035,56.08,46.642,45.599,48.004,55.672,50.907,49.319,49.546,49.501,47.482,56.851,52.518,74.57,68.451,73.678,51.089,52.768,49.534,47.545,51.833,48.975,52.144,51.647,46.986,50.528,49.161,53.387,49.72,,,,,
1039,56.154,46.714,45.743,48.081,55.668,50.904,49.272,49.625,49.537,47.59,56.737,52.41,74.413,68.418,73.424,51.213,52.757,49.698,47.766,51.872,49.034,52.355,51.812,47.283,50.543,49.094,53.442,49.819,,,,,
1043,56.309,46.672,45.938,48.099,55.748,50.994,49.309,49.611,49.741,47.582,57.195,52.418,74.305,68.44,73.458,51.167,52.852,49.97,47.842,51.981,49.32,52.572,51.863,47.487,50.798,49.202,53.459,49.97,,,,,
1046.9,56.316,46.618,45.98,48.107,55.849,50.957,49.426,49.596,49.809,47.679,57.321,52.381,74.405,68.393,73.333,51.212,52.871,49.971,47.76,52.065,49.564,52.647,51.832,47.179,50.902,49.273,53.345,49.913,,,,,
1050.9,56.182,46.7,45.99,48.246,55.931,51.086,49.415,49.666,49.791,47.694,57.034,52.364,74.197,68.184,73.205,51.253,52.84,49.858,47.977,51.909,49.345,52.365,51.624,46.895,50.826,48.946,53.333,49.744,,,,,
1054.9,56.309,46.774,45.952,48.212,55.98,51.171,49.404,49.774,49.938,47.706,56.881,52.523,74.025,68.177,73.165,51.13,53.021,49.916,47.846,51.875,49.245,52.266,51.707,47.006,50.532,49.077,53.442,49.86,,,,,
1058.8,56.315,46.742,45.937,48.109,55.953,50.925,49.477,49.718,50,47.755,56.958,52.75,74.242,68.238,73.064,51.126,53.017,49.945,47.971,52.083,49.452,52.467,51.864,47.149,50.658,49.397,53.454,49.89,,,,,
1062.8,56.351,46.952,46.127,48.132,55.997,50.963,49.705,49.705,49.98,47.702,57.112,52.626,74.179,67.998,72.976,51.278,52.89,49.866,48.103,52.218,49.439,52.539,51.897,47.301,50.828,49.278,53.447,49.813,,,,,
1066.8,56.51,46.918,46.186,48.228,56.125,51.04,49.538,49.769,50.039,47.782,57.135,52.432,73.918,68.038,73.116,51.271,52.928,49.817,47.835,51.956,49.452,52.478,51.852,47.261,50.704,49.191,53.417,49.817,,,,,
1070.7,56.481,46.948,46.194,48.304,56.179,51.093,49.435,49.887,49.962,47.91,57.001,52.56,73.824,68.077,72.989,51.281,52.901,49.822,47.935,51.861,49.363,52.422,51.861,47.272,50.739,49.261,53.493,50.076,,,,,
1074.7,56.527,46.932,46.3,48.345,56.192,51.134,49.572,49.944,50.056,47.81,56.981,52.602,73.828,67.749,72.746,51.283,52.919,50.025,48.113,51.988,49.371,52.491,51.887,47.157,51.032,49.22,53.699,50.075,,,,,
1078.7,56.626,46.77,46.29,48.357,56.294,51.163,49.612,49.908,50.166,47.626,57.121,52.578,73.813,67.688,72.792,51.421,53.045,50.025,48.082,51.968,49.477,52.466,51.918,47.135,50.922,49.178,53.463,49.726,,,,,
1082.6,56.6,46.874,46.252,48.446,56.271,51.225,49.58,49.982,50.165,47.552,56.941,52.701,73.751,67.744,72.691,51.627,53.163,49.975,48.053,51.947,49.433,52.44,51.848,47.166,50.616,49.384,53.475,49.778,,,,,
1086.6,56.583,47.008,46.21,48.495,56.257,51.179,49.474,50.018,50.091,47.695,57.064,52.756,73.747,67.535,72.645,51.505,53.065,49.951,47.9,51.953,49.17,52.344,51.66,47.021,50.586,49.316,53.467,49.805,,,,,
1090.5,56.629,46.967,46.131,48.384,56.266,51.253,49.546,50.054,50.054,47.748,57.157,52.553,73.674,67.317,72.472,51.362,53.178,49.854,47.949,52.148,49.17,52.246,51.66,47.119,50.537,49.17,53.516,49.658,,,,,
1094.5,56.703,46.957,46.196,48.406,56.341,51.304,49.783,50.072,50.181,47.714,56.909,52.286,73.36,67.147,72.266,51.449,53.225,49.854,48.006,52.189,49.27,52.383,51.654,47.228,50.632,49.125,53.551,49.757,,,,,
1098.4,56.791,47.094,46.275,48.556,56.613,51.444,49.768,50.089,50.374,47.566,56.767,52.288,73.174,67.186,72.201,51.622,53.333,49.762,47.807,51.954,49.142,52.336,51.525,47.14,50.667,49.19,53.48,49.809,,,,,
1102.4,56.927,47.222,46.343,48.664,56.681,51.653,49.684,50.281,50.316,47.512,56.794,52.249,73.206,67.177,72.105,51.758,53.481,49.626,47.802,51.543,49.205,52.105,51.497,46.866,50.514,49.158,53.414,49.86,,,,,
1106.3,56.964,47.273,46.405,48.767,56.652,51.65,49.913,50.33,50.399,47.549,56.88,52.026,72.997,66.871,72.008,51.858,53.421,49.54,48.02,51.473,49.079,52.026,51.519,46.731,50.46,48.895,53.269,49.632,,,,,
1110.2,57.128,47.464,46.504,48.903,56.923,51.714,50.137,50.548,50.822,47.463,56.873,51.937,72.74,66.651,71.771,52.022,53.701,49.548,47.92,51.627,48.96,52.125,51.537,46.926,50.452,48.87,53.21,49.548,,,,,
1114.2,57.375,47.598,46.617,49.12,57.24,51.962,50.237,50.846,50.981,47.511,56.787,51.9,72.805,66.652,71.719,52.334,54.06,49.468,47.693,51.686,48.935,52.218,51.508,47.028,50.399,49.068,53.283,49.601,,,,,
1118.1,57.539,47.71,46.54,49.181,57.439,52.123,50.384,50.919,51.053,47.617,56.437,51.804,72.65,66.592,71.67,52.491,54.162,49.389,47.642,51.616,48.69,52.052,51.354,46.9,50.349,48.996,53.319,49.651,,,,,
1122.1,57.602,47.731,46.605,49.155,57.502,52.17,50.447,51.143,51.209,47.454,56.365,51.58,72.388,66.374,71.422,52.633,54.289,49.375,47.609,51.486,48.686,51.917,51.185,46.833,50.237,48.858,53.124,49.548,,,,,
1126,57.543,47.661,46.607,49.045,57.51,52.174,50.395,51.186,51.153,47.341,56.582,51.351,72.232,66.434,71.273,52.569,54.348,49.231,47.607,51.239,48.889,51.795,51.068,46.667,50.128,48.889,52.949,49.359,,,,,
1129.9,57.33,47.611,46.335,48.986,57.395,52.127,50.164,50.949,51.047,47.166,56.469,51.233,71.96,66.162,71.051,52.291,54.188,49.025,47.498,50.933,48.601,51.696,50.975,46.48,50.042,48.77,52.884,49.279,,,,,
1133.9,56.976,47.491,46.099,48.786,57.073,51.959,49.887,50.793,50.793,46.815,56.135,51.047,71.697,65.712,70.628,52.088,53.933,48.722,47.256,50.733,48.178,51.571,50.691,46.209,49.895,48.22,52.744,48.932,,,,,
1137.8,56.593,47,45.685,48.412,56.689,51.492,49.567,50.497,50.433,46.46,55.744,50.699,71.174,65.451,70.326,51.781,53.641,48.547,46.968,50.457,47.965,51.287,50.374,45.93,49.585,47.716,52.284,48.505,,,,,
1141.7,56.178,46.529,45.287,48.217,56.115,51.083,49.268,50.064,50.064,46.154,55.275,50.189,70.576,65.153,69.945,51.433,53.471,48.209,46.686,49.938,47.592,50.926,49.979,45.821,49.238,47.386,51.791,48.291,,,,,
1145.6,55.64,46.188,44.802,47.858,55.545,50.662,48.834,49.811,49.622,45.87,54.753,49.772,69.988,64.674,69.323,51.103,53.151,47.782,46.357,49.491,47.253,50.712,49.532,45.503,48.881,47.09,51.567,48.067,,,,,
1149.6,55.075,45.704,44.271,47.478,55.137,50.062,48.412,49.44,49.159,45.585,54.209,49.405,69.446,64.271,68.871,50.592,52.584,47.544,46.135,49.195,46.94,50.523,49.316,45.048,48.51,46.699,51.329,47.746,,,,,
1153.5,54.495,45.413,43.966,47.106,54.711,49.6,47.968,49.046,48.83,45.096,54.009,49.084,68.987,63.98,68.539,50.154,52.278,47.291,45.896,48.765,46.733,50.199,48.884,44.861,48.287,46.335,50.956,47.49,,,,,
1157.4,54.005,45.146,43.72,46.693,54.157,49.242,47.542,48.574,48.453,44.757,53.837,48.654,68.542,63.519,68.14,49.757,52.063,47.11,45.694,48.525,46.559,49.98,48.604,44.672,47.975,46.127,50.649,47.228,,,,,
1161.3,53.459,44.723,43.351,46.363,53.697,48.778,47.138,48.211,48.032,44.788,53.508,48.474,68.252,63.218,67.816,49.434,51.64,46.915,45.518,48.467,46.255,49.942,48.467,44.432,47.808,46.061,50.601,47.109,,,,,
1165.2,53.076,44.451,43.038,46.188,53.282,48.425,46.777,47.954,47.66,44.667,53.255,48.549,67.922,62.941,67.569,49.308,51.31,46.808,45.462,48.231,46.077,49.808,48.462,44.308,47.808,45.962,50.577,47.154,,,,,
1169.2,52.794,44.179,42.782,45.955,52.969,48.225,46.595,47.614,47.555,44.604,53.222,48.447,67.741,62.616,67.391,49.01,51.048,46.819,45.41,48.152,46.095,49.714,48.305,44.305,47.695,45.752,50.248,47.086,,,,,
1173.1,52.404,43.997,42.557,45.695,52.692,47.999,46.415,47.423,47.452,44.393,53.256,48.285,67.669,62.428,67.283,48.747,50.792,46.808,45.41,48.13,46.128,49.792,48.092,44.277,47.639,45.674,50.208,47.148,,,,,
1177,52.317,43.936,42.506,45.652,52.574,47.855,46.253,47.311,47.283,44.321,53.078,48.184,67.38,62.218,66.998,48.627,50.686,46.794,45.182,47.994,45.969,49.794,48.031,44.169,47.619,45.632,50.281,47.207,,,,,
1180.9,52.16,43.889,42.524,45.623,52.501,47.783,46.163,47.356,47.101,44.47,52.908,48.271,67.275,62.182,66.971,48.493,50.483,46.689,45.089,47.917,45.759,49.628,47.991,43.973,47.507,45.573,50.149,47.061,,,,,
1184.8,51.936,43.769,42.413,45.465,52.388,47.641,46.086,47.301,46.991,44.377,53.01,48.239,67.285,62.173,66.793,48.347,50.41,46.556,45.185,47.815,45.704,49.593,47.926,43.963,47.37,45.481,50.074,46.926,,,,,
1188.7,51.807,43.57,42.309,45.335,52.284,47.52,45.979,47.156,46.904,44.224,53.001,48.087,67.067,61.778,66.617,48.305,50.378,46.436,45.151,47.686,45.812,49.486,47.832,44.012,47.281,45.334,49.89,46.841,,,,,
1192.6,51.624,43.492,42.187,45.296,52.151,47.544,45.878,46.989,46.878,44.312,52.751,48.03,66.952,61.747,66.617,48.321,50.208,46.436,45.164,47.782,45.673,49.418,47.818,43.927,47.309,45.2,49.818,46.8,,,,,
1196.5,51.594,43.513,42.056,45.245,52.089,47.471,45.739,46.894,46.784,44.219,52.688,48.085,66.937,61.819,66.348,48.241,50.137,46.542,45.101,47.767,45.533,49.46,47.839,43.84,47.298,45.353,49.856,46.794,,,,,
1200.4,51.635,43.542,42.071,45.232,52.044,47.357,45.722,46.921,46.757,44.169,52.697,48.069,66.837,61.698,66.327,48.229,50.109,46.541,44.971,47.646,45.613,49.358,47.718,43.83,47.147,45.328,49.715,46.79,,,,,
1204.3,51.498,43.59,42.213,45.236,52.065,47.368,45.857,47.018,46.883,44.3,52.67,48.052,66.811,61.688,66.378,48.205,50.148,46.526,44.974,47.654,45.75,49.453,47.654,43.951,47.196,45.362,49.7,46.808,,,,,
1208.2,51.48,43.612,42.198,45.319,52.094,47.426,45.772,47.026,46.786,44.278,52.906,48.128,66.667,61.64,66.203,48.119,50.067,46.581,45.185,47.767,45.708,49.407,47.837,43.964,47.313,45.429,49.86,46.825,,,,,
1212.1,51.582,43.565,42.168,45.385,52.031,47.468,45.754,47.02,46.73,44.237,52.838,48.114,66.584,61.614,66.197,48.101,49.974,46.637,45.188,47.844,45.671,49.396,47.879,43.808,47.292,45.326,49.879,46.878,,,,,
1216,51.666,43.519,42.296,45.341,52.004,47.475,45.862,46.929,46.694,44.224,52.784,48.121,66.632,61.552,66.354,48.152,49.922,46.68,45.08,47.872,45.761,49.438,47.804,43.718,47.259,45.352,49.813,46.919,,,,,
1219.8,51.665,43.458,42.297,45.213,52.077,47.406,45.91,46.813,46.71,44.287,53.02,48.153,66.621,61.408,66.31,48.129,49.987,46.671,45.252,47.888,45.894,49.578,47.82,44.035,47.381,45.387,49.916,46.908,,,,,
1223.7,51.653,43.45,42.194,45.219,52.038,47.424,45.809,46.86,46.732,44.353,52.969,48.198,66.564,61.517,66.186,48.065,49.91,46.808,45.397,47.95,45.901,49.698,47.917,44.22,47.48,45.497,50,46.909,,,,,
1227.6,51.73,43.461,42.239,45.344,52.087,47.405,45.751,46.87,46.743,44.346,52.929,48.297,66.519,61.546,66.076,48.142,49.822,46.931,45.33,48.099,45.931,49.666,47.965,44.129,47.565,45.664,50.067,47.031,,,,,
1231.5,51.694,43.374,42.236,45.321,52.074,47.344,45.827,46.839,46.586,44.29,53.101,48.424,66.486,61.437,66.079,48.154,49.823,46.883,45.391,48.11,46.054,49.668,48.011,44.164,47.546,45.656,50.066,47.149,,,,,
1235.4,51.732,43.373,42.294,45.281,52.033,47.314,45.783,46.862,46.611,44.358,53.082,48.535,66.622,61.536,66.15,48.067,49.774,46.774,45.523,48.19,46.083,49.737,48.058,44.207,47.564,45.589,50.033,47.136,,,,,
1239.2,51.832,43.53,42.383,45.375,52.206,47.345,45.749,46.871,46.697,44.452,53.108,48.496,66.644,61.598,66.143,48.093,49.763,46.815,45.573,48.122,45.965,49.82,48.056,44.234,47.566,45.639,50.147,47.207,,,,,
1243.1,51.836,43.524,42.382,45.459,52.283,47.395,45.707,46.923,46.65,44.467,53.074,48.521,66.5,61.515,66.135,48.164,49.777,47.026,45.564,48.229,45.986,49.886,48.099,44.134,47.546,45.759,50.211,47.156,,,,,
1247,51.899,43.562,42.403,45.461,52.195,47.41,45.733,46.941,46.67,44.474,53.184,48.598,66.348,61.333,66.084,48.101,49.827,47.203,45.554,48.4,46.298,49.79,48.238,44.229,47.656,45.748,50.307,47.171,,,,,
1250.9,51.954,43.6,42.428,45.383,52.198,47.411,45.823,46.849,46.727,44.477,53.497,48.595,66.471,61.34,66.078,48.168,49.853,47.055,45.615,48.431,46.383,49.776,48.239,44.43,47.759,45.839,50.384,47.311,,,,,
1254.7,51.951,43.543,42.501,45.433,52.314,47.444,45.844,46.935,46.741,44.498,53.366,48.544,66.44,61.327,65.987,48.243,49.867,47.051,45.656,48.446,46.259,49.905,48.161,44.578,47.749,45.878,50.444,47.242,,,,,
1258.6,52.041,43.636,42.603,45.533,52.45,47.478,45.821,47.094,46.83,44.541,53.186,48.607,66.282,61.287,65.962,48.295,49.88,47.179,45.611,48.37,46.207,49.875,48.088,44.42,47.743,45.862,50.47,47.241,,,,,
1262.5,52.084,43.676,42.61,45.547,52.511,47.608,45.831,47.087,46.85,44.609,53.247,48.487,66.267,61.129,65.921,48.318,49.976,47.206,45.631,48.287,46.156,49.892,48.194,44.304,47.669,45.817,50.355,47.329,,,,,
1266.3,52.149,43.788,42.62,45.539,52.616,47.665,46.007,47.128,46.964,44.562,53.362,48.466,66.192,61.016,65.882,48.365,50.093,47.175,45.717,48.329,46.233,49.848,48.177,44.289,47.661,45.778,50.334,47.236,,,,,
1270.2,52.248,43.763,42.61,45.538,52.686,47.706,46,47.175,46.968,44.584,53.274,48.654,66.157,61.077,65.789,48.421,50.058,47.05,45.642,48.278,46.271,49.745,48.128,44.265,47.739,45.822,50.285,47.2,,,,,
1274,52.214,43.652,42.448,45.446,52.555,47.649,45.787,47.127,46.718,44.565,53.17,48.611,66.123,61.021,65.731,48.285,49.943,47.062,45.557,48.302,46.118,49.749,48.125,44.317,47.623,45.852,50.31,47.21,,,,,
1277.9,52.088,43.559,42.376,45.39,52.4,47.511,45.747,46.975,46.685,44.471,53.276,48.414,65.906,60.955,65.639,48.225,49.922,46.997,45.576,48.274,46.127,49.724,48.071,44.328,47.549,45.779,50.305,47.171,,,,,
1281.8,51.823,43.388,42.289,45.343,52.263,47.342,45.672,46.815,46.661,44.37,53.151,48.337,65.869,60.823,65.403,48.111,49.78,46.903,45.447,48.159,46.132,49.615,47.987,44.333,47.502,45.589,50.157,47.16,,,,,
1285.6,51.784,43.351,42.249,45.232,52.173,47.286,45.6,46.746,46.595,44.275,52.912,48.207,65.595,60.746,65.251,48,49.665,46.938,45.478,48.034,46.039,49.635,47.921,44.27,47.472,45.562,50.056,47.051,,,,,
1289.5,51.779,43.341,42.148,45.216,52.141,47.262,45.515,46.793,46.537,44.303,52.87,48.205,65.31,60.673,65.196,47.922,49.648,46.888,45.45,47.911,45.947,49.627,47.828,44.094,47.469,45.56,50.014,47.054,,,,,
1293.3,51.652,43.215,41.995,45.129,52.093,47.191,45.445,46.728,46.413,44.224,52.93,48.131,65.29,60.491,65.123,47.822,49.59,46.738,45.4,47.83,45.809,49.55,47.72,44.035,47.338,45.482,49.904,46.929,,,,,
1297.1,51.623,43.175,41.948,44.944,52.081,47.108,45.422,46.629,46.421,43.901,52.665,47.885,65,60.165,64.863,47.794,49.563,46.593,45.327,47.751,45.785,49.367,47.563,43.9,47.186,45.273,49.717,46.674,,,,,
1301,51.444,43.111,41.79,44.864,51.939,46.947,45.256,46.555,46.328,43.723,52.364,47.636,64.674,59.946,64.647,47.69,49.464,46.39,45.191,47.562,45.617,49.321,47.349,43.645,47.029,45.111,49.56,46.603,,,,,
1304.8,51.292,42.966,41.653,44.914,51.682,46.801,45.119,46.473,46.124,43.602,52.214,47.408,64.471,59.773,64.417,47.498,49.364,46.19,45.053,47.354,45.317,49.18,47.249,43.519,46.799,45,49.418,46.508,,,,,
1308.7,51.113,42.761,41.495,44.762,51.501,46.62,45.028,46.396,45.987,43.393,51.943,47.119,64.165,59.528,64.138,47.437,49.316,46.006,44.824,47.084,45.139,48.923,47.057,43.353,46.663,44.719,49.238,46.269,,,,,
1312.5,50.856,42.522,41.259,44.56,51.406,46.455,44.845,46.292,45.905,43.143,51.734,46.772,63.847,59.285,63.874,47.351,49.185,45.74,44.642,46.785,45.008,48.745,46.707,43.178,46.498,44.381,48.981,46.053,,,,,
1316.3,50.611,42.383,40.937,44.318,51.141,46.293,44.481,46.09,45.703,42.815,51.384,46.434,63.411,58.914,63.518,47.026,49.043,45.462,44.392,46.583,44.731,48.592,46.401,42.958,46.244,44.158,48.696,45.905,,,,,
1320.2,50.214,42.197,40.651,44.09,50.824,46.022,44.151,45.86,45.432,42.558,50.995,45.98,62.988,58.636,63.173,46.755,48.891,45.15,44.161,46.112,44.343,48.27,46.164,42.627,45.93,43.901,48.479,45.566,,,,,
1324,49.878,41.914,40.349,43.946,50.569,45.713,43.885,45.713,45.205,42.215,50.674,45.599,62.569,58.261,62.834,46.587,48.7,44.795,43.837,45.728,44.07,48.006,45.857,42.31,45.624,43.475,48.162,45.236,,,,,
1327.8,49.461,41.631,39.984,43.644,50.173,45.373,43.644,45.475,44.946,41.836,50.251,45.212,62.015,57.795,62.358,46.39,48.566,44.416,43.485,45.424,43.666,47.802,45.346,42.037,45.269,43.02,47.673,44.907,,,,,
1331.6,49.02,41.299,39.645,43.301,49.775,44.955,43.28,45.159,44.526,41.469,49.789,44.77,61.305,57.316,61.859,46.119,48.386,44.053,43.224,44.882,43.198,47.396,44.908,41.721,44.986,42.705,47.266,44.519,,,,,
1335.5,48.597,40.999,39.156,43.047,49.396,44.542,42.883,44.829,44.235,40.982,49.274,44.23,60.708,56.8,61.394,45.73,48.085,43.653,42.824,44.378,42.824,46.995,44.508,41.295,44.585,42.228,46.865,44.145,,,,,
1339.3,48.052,40.611,38.704,42.681,48.872,44.116,42.374,44.485,43.952,40.59,48.761,43.542,60.121,56.326,60.78,45.285,47.806,43.268,42.413,43.967,42.439,46.712,43.941,40.937,44.148,41.74,46.427,43.811,,,,,
1343.1,47.522,40.252,38.29,42.297,48.389,43.722,42.007,44.197,43.515,40.185,48.36,43.016,59.444,55.873,60.291,44.919,47.563,42.827,42.098,43.478,42.072,46.342,43.53,40.614,43.765,41.291,46.004,43.452,,,,,
1346.9,47.063,39.929,37.872,41.922,48.007,43.391,41.691,43.852,43.139,39.711,47.803,42.631,58.869,55.359,59.807,44.671,47.251,42.412,41.7,42.993,41.594,45.975,43.125,40.222,43.362,40.829,45.579,43.098,,,,,
1350.7,46.598,39.623,37.484,41.57,47.604,42.961,41.185,43.517,42.704,39.281,47.181,42.114,58.268,54.808,59.166,44.266,47.026,41.978,41.252,42.596,41.118,45.606,42.542,39.774,42.972,40.419,45.095,42.677,,,,,
1354.5,46.144,39.15,36.972,41.242,47.037,42.484,40.763,43.115,42.331,38.883,46.737,41.565,57.55,54.314,58.684,43.922,46.754,41.443,40.815,41.99,40.815,45.189,42.127,39.393,42.646,39.995,44.615,42.182,,,,,
1358.3,45.633,38.669,36.414,40.747,46.451,42.052,40.371,42.671,41.875,38.339,46.253,40.996,56.907,53.663,58.082,43.621,46.451,41.021,40.439,41.465,40.439,44.768,41.743,39.106,42.27,39.55,44.241,41.826,,,,,
1362.2,44.972,38.298,35.879,40.224,45.845,41.456,39.843,42.24,41.299,37.928,45.768,40.532,56.298,53.099,57.458,43.135,46.092,40.63,40.068,40.996,39.871,44.429,41.221,38.661,41.784,39.083,43.754,41.418,,,,,
1366,44.299,37.697,35.331,39.703,45.133,40.852,39.229,41.64,40.739,37.571,45.125,39.937,55.587,52.623,56.899,42.519,45.561,40.13,39.621,40.413,39.337,44.067,40.725,38.176,41.32,38.544,43.189,41.037,,,,,
1369.8,43.483,37.091,34.628,39.101,44.432,40.276,38.514,40.976,40.163,36.854,44.419,39.138,54.725,51.984,56.095,41.834,45.042,39.586,39.048,39.785,38.85,43.553,40.125,37.546,40.691,37.943,42.647,40.436,,,,,
1373.6,42.507,36.331,33.674,38.261,43.551,39.373,37.625,40.236,39.396,35.923,43.463,38.159,53.526,51.061,55.247,40.94,44.369,38.698,38.328,38.84,38.072,42.764,39.238,36.793,39.864,37.191,41.769,39.579,,,,,
1377.4,41.3,35.279,32.647,37.248,42.353,38.21,36.538,39.354,38.278,34.942,42.254,37.052,52.11,49.942,54.133,39.835,43.452,37.69,37.461,37.719,36.973,41.788,38.12,35.884,38.865,35.999,40.671,38.636,,,,,
1381.2,39.639,33.973,31.152,35.87,40.726,36.633,35.083,38.02,36.818,33.655,40.666,35.67,50.307,48.554,52.498,38.39,42.229,36.443,36.211,36.327,35.574,40.788,36.703,34.531,37.572,34.589,39.224,37.37,,,,,
1385,37.654,32.275,29.33,34.129,38.697,34.709,33.272,36.286,35.034,31.833,38.585,33.821,47.881,46.624,50.395,36.541,40.737,34.736,34.736,34.359,34.01,39.35,34.939,33.053,35.955,32.937,37.406,35.752,,,,,
1388.8,35.276,30.283,27.311,32.025,36.368,32.536,31.259,34.255,32.931,29.772,36.241,31.587,45.345,44.409,48.097,34.394,38.922,32.811,32.985,32.201,32.172,37.66,32.869,31.243,34.001,30.865,35.337,33.798,,,,,
1392.5,32.642,28.145,25,29.823,33.76,30.103,28.961,32.083,30.638,27.463,33.696,29.286,42.311,41.929,45.545,31.99,36.766,30.722,30.955,29.907,30.052,35.673,30.518,29.091,31.8,28.596,33.023,31.625,,,,,
1396.3,30.023,25.884,22.744,27.674,31.116,27.721,26.535,29.884,28.302,25.338,31.063,27.07,39.166,39.372,42.719,29.605,34.581,28.58,28.899,27.534,27.825,33.575,28.202,27.011,29.683,26.43,30.642,29.509,,,,,
1400.1,27.423,23.821,20.66,25.354,28.515,25.447,24.378,27.609,26.075,23.307,28.584,24.831,36.177,36.881,39.93,27.283,32.442,26.444,26.88,25.225,25.776,31.64,26.038,24.993,27.518,24.354,28.389,27.402,,,,,
1403.9,25.052,21.985,18.871,23.286,26.191,23.333,22.473,25.633,24.169,21.406,26.442,22.782,33.411,34.466,37.423,25.168,30.514,24.506,25.058,23.258,23.955,29.704,24.042,23.2,25.581,22.474,26.365,25.407,,,,,
1407.7,23.064,20.376,17.293,21.743,24.223,21.65,20.862,23.922,22.462,19.755,24.605,21.216,31.239,32.408,35.272,23.459,28.744,22.872,23.422,21.598,22.322,27.997,22.38,21.685,23.972,20.903,24.638,23.856,,,,,
1411.5,21.457,19.044,16.098,20.367,22.501,20.227,19.462,22.431,20.97,18.477,22.928,19.883,29.4,30.688,33.353,21.967,27.325,21.563,22.055,20.145,21.013,26.599,20.926,20.318,22.547,19.653,23.097,22.576,,,,,
1415.2,20,17.958,15.151,19.188,21.067,19.026,18.329,21.206,19.768,17.487,21.617,18.746,27.797,29.203,31.81,20.766,26.102,20.33,20.879,18.942,19.838,25.39,19.809,19.231,21.342,18.508,21.862,21.4,,,,,
1419,18.884,17.163,14.349,18.326,20.023,18.093,17.581,20.233,18.93,16.603,20.739,17.806,26.606,27.955,30.478,19.884,25,19.409,20.046,18.019,19.032,24.392,18.946,18.308,20.336,17.642,20.915,20.452,,,,,
1422.8,18.08,16.491,13.758,17.683,19.248,17.356,16.865,19.505,18.29,15.983,19.876,17.193,25.656,27.042,29.46,19.201,24.27,18.901,19.366,17.331,18.465,23.757,18.348,17.65,19.628,16.953,20.151,19.89,,,,,
1426.5,17.418,16.017,13.308,17.161,18.608,16.857,16.344,18.982,17.675,15.473,19.246,16.74,25.022,26.289,28.647,18.562,23.558,18.409,18.786,16.725,17.828,23.142,17.77,17.218,19.251,16.463,19.541,19.454,,,,,
1430.3,16.865,15.627,13.034,16.725,18.08,16.445,15.954,18.547,17.239,15.069,18.873,16.367,24.447,25.715,28.015,18.103,23.102,18.013,18.39,16.328,17.461,22.574,17.345,16.822,18.826,16.124,19.088,19.059,,,,,
1434.1,16.46,15.311,12.825,16.389,17.679,16.084,15.615,18.218,16.905,14.818,18.515,16.001,23.957,25.2,27.507,17.89,22.79,17.683,18.092,16.137,17.245,22.323,17.129,16.545,18.413,15.786,18.734,18.734,,,,,
1437.8,16.152,15.114,12.544,16.175,17.331,15.869,15.374,17.944,16.647,14.612,18.295,15.741,23.612,24.8,27.057,17.614,22.471,17.473,17.854,15.919,16.887,22.046,16.916,16.3,18.176,15.626,18.587,18.47,,,,,
1441.6,15.925,14.955,12.328,16.067,17.108,15.689,15.192,17.724,16.517,14.456,18.063,15.678,23.428,24.65,26.796,17.345,22.291,17.294,17.706,15.735,16.794,21.912,16.647,16.118,18.147,15.412,18.412,18.412,,,,,
1445.3,15.77,14.797,12.378,15.983,17.003,15.556,15.153,17.619,16.433,14.247,18.011,15.532,23.268,24.462,26.673,17.358,22.172,17.252,17.664,15.689,16.839,21.881,16.632,16.072,18.018,15.217,18.195,18.372,,,,,
1449.1,15.676,14.795,12.345,15.913,16.865,15.461,15.176,17.507,16.389,14.127,18.026,15.417,23.065,24.235,26.575,17.222,22.074,17.204,17.647,15.578,16.819,21.815,16.642,16.11,17.884,15.164,18.12,18.297,,,,,
1452.9,15.644,14.788,12.244,15.906,16.809,15.407,15.097,17.404,16.358,14.2,17.893,15.431,23.086,24.197,26.449,17.118,21.992,17.169,17.612,15.544,16.785,21.809,16.519,16.046,18.026,15.189,18.174,18.262,,,,,
1456.6,15.661,14.805,12.262,15.946,16.896,15.423,15.019,17.467,16.279,14.281,17.852,15.512,23.132,24.242,26.433,17.158,22.053,17.263,17.736,15.578,16.642,21.845,16.524,15.962,17.913,15.164,18.209,18.327,,,,,
1460.3,15.729,14.919,12.44,16.063,16.921,15.539,15.133,17.612,16.349,14.277,17.914,15.63,23.144,24.286,26.51,17.278,22.188,17.368,17.813,15.619,16.775,21.962,16.627,16.094,18.02,15.205,18.287,18.465,,,,,
